,Unnamed: 0,Unnamed: 0.1,line-num,pred-model,fill-model,tokens-masked,prepend-model,sampling-strategy,premise,hypothesis,mask-filled,token_changes,fill_prob,depth,Word2Vec-Score,Bert-Score,gold-label,prepend-label,targeted-label,orig-label,new-label,orig-label-prob,same-label-prob,new-label-prob,label-changed,same-label-prob-diff,flip-class
14282,14446,14446,5173,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,"Rentals of GM's EV1 have been sluggish, and oil companies are funding anti-electric-car groups.",Oil companies are giving money to anti-electric-car groups.,Oil companies are giving money to anti-electric-═,anti-electric-═,10.48%,1,0.9145142937330856,0.9393879771232604,contradiction,contradiction,neutral,entailment,entailment,0.99,0.99,0.99,False,0.0,Certain-Same
6213,6277,6277,63135,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,The focus of this paper is First-Class Mail.,There was no paper relating to First-Class Mail.,There was no rhyme or reason to First-Class Mail.,rhyme or reason,10.66%,1,0.9536867965355892,0.9104881882667542,entailment,entailment,neutral,contradiction,contradiction,1.0,1.0,1.0,False,0.0,Certain-Same
4470,4520,4520,46315,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,"With several miles of sandy beach, Long Beach is an excellent watersports center .",Long Beach is a mile long so is not good for watersports.,Long Beach is a mile long so is not.,not.,11.42%,1,0.9802927674011872,0.9369168877601624,entailment,entailment,neutral,contradiction,contradiction,1.0,0.98,0.98,False,0.020000000000000014,Certain-Same
11680,11812,11812,72188,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,I can't stand here on this ladder all day long.,I don't have the ability to stay on the ladder for the entire day. ,I don't have the ability to stay on the ladder for the.,the.,11.7%,1,0.9933677113296844,0.9409837126731871,contradiction,contradiction,entailment,entailment,entailment,0.99,0.98,0.98,False,0.010000000000000007,Certain-Same
6215,6279,6279,63135,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,The focus of this paper is First-Class Mail.,There was no paper relating to First-Class Mail.,There was no paper relating to First-,,10.64%,1,0.9340239478484552,0.9401487112045288,entailment,entailment,contradiction,contradiction,contradiction,1.0,1.0,1.0,False,0.0,Certain-Same
14193,14356,14356,27377,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,"A hundred million PCs, a billion personalized book and CD sales, a zillion cups of coffee ...","Many books, a lot of books and music sold plus much coffee.","Many books, a lot of books and too much coffee.",too,10.66%,1,0.9782404164678732,0.92991441488266,contradiction,contradiction,entailment,entailment,entailment,0.99,0.88,0.88,False,0.11,Certain-Same
15817,15997,15997,84513,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,Plans to house parliament here after Independence came to nothing; Leinster House (in Kildare Street) was chosen instead.,"Leinster House is a larger building, which suits parliament better.","Leinster House is a larger building, which.",which.,11.2%,1,0.9658373246136178,0.9370188117027284,neutral,neutral,entailment,neutral,neutral,1.0,1.0,1.0,False,0.0,Certain-Same
8454,8547,8547,24954,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,and my wife painted those the insides of those dark blue,The insides of those were painted dark blue by my wife.,The insides of those dark blue by my wife.,dark,11.55%,1,0.9818228184424808,0.931212306022644,contradiction,contradiction,neutral,entailment,entailment,0.99,0.99,0.99,False,0.0,Certain-Same
15166,15338,15338,94327,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,"""No, a battle."" Drew prepared to lead out.","""No, a fight,"" Drew was ready to lead out.","No, a battle ,"" Drew was ready to lead out.","No, a battle",11.21%,1,0.9899051962683024,0.915287971496582,contradiction,contradiction,neutral,entailment,entailment,0.99,0.99,0.99,False,0.0,Certain-Same
4883,4937,4937,2967,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,FHWA implemented a balanced approach to managing its senior executive performance in response to its 1999 employee satisfaction survey.,Only the survey was responsible for bringing out the change.,Only the senior executive was responsible for bringing out the change.,senior executive,10.88%,1,0.9629647444945793,0.9532609581947328,neutral,neutral,entailment,neutral,neutral,0.98,0.57,0.57,False,0.41,Uncertain-Same
11244,11373,11373,23147,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,"47Medicare payroll taxes are paid on all earnings whereas Social Security payroll taxes apply to earnings up to an annual maximum-$76,200 in 2000.",The payroll taxes for Medicare apply to a maximum amount of earnings.,The payroll taxes for Medicare apply to amaximum amount of earnings.,payroll taxes amaximum,9.89%,4,0.9872340780112772,0.955284595489502,entailment,entailment,contradiction,contradiction,contradiction,0.74,0.67,0.67,False,0.06999999999999995,Uncertain-Same
12277,12415,12415,4063,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,and i should take off but uh i appreciate that that helped me helped motivate me,"I will stay for a while longer, until I get some motivation.","I will stay for a while longer, until I get tired of it.",tired of it.,10.29%,1,0.9892866526182118,0.9619385004043579,entailment,entailment,neutral,contradiction,contradiction,0.89,0.79,0.79,False,0.09999999999999998,Uncertain-Same
12717,12857,12857,10671,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,"a 553, the Commission transmitted a complete copy of the proposed and final rulemaking materials to each of its licensees, including small entities.",The proposed rulemaking materials took at least  two years to finalize.,The proposed rulemaking materials took at least  two.,two.,10.51%,1,0.9784966618267912,0.9396528601646424,neutral,neutral,contradiction,neutral,neutral,1.0,0.78,0.78,False,0.22,Uncertain-Same
3243,3280,3280,15931,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,It weighed about a kilo and was the size of a bag of flour.,It weight thirteen pounds and was the size of an elephant.,It weight thirteen pounds and was the size of a bag of flour.,of a bag flour.,11.72%,1,0.9603356269329928,0.960020124912262,entailment,entailment,contradiction,contradiction,contradiction,1.0,0.76,0.76,False,0.24,Uncertain-Same
2926,2958,2958,25938,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,MAST has been self-administered and used in a computer format.,There is a computer format of MAST available for self administration.,There is a new version of MAST available for self administration.,a new version,10.08%,4,0.9621887976246082,0.9512916803359984,contradiction,contradiction,neutral,entailment,entailment,0.99,0.71,0.71,False,0.28,Uncertain-Same
14876,15044,15044,71000,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,"'Start your motor going, Betsy Ann,' he ordered with some other mumbo-jumbo.","'Start your engine, Betsy Ann,' he commanded and yelled some other instructions.","Start your engine, Betsy Ann,' he commanded and yelled some instructions.",Start,10.97%,1,0.9908544797200992,0.961710512638092,neutral,neutral,contradiction,neutral,neutral,0.85,0.76,0.76,False,0.08999999999999997,Uncertain-Same
13089,13232,13232,26162,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,"I saw the official caution ""Anything you say will be used in evidence against you,"" actually hovering on Summerhaye's lips. ",Summerhaye wasn't sure that he had enough cause to make the arrest.,"Summerhaye wasn't afraid of the police, they had enough cause to make the arrest.","afraid of the police, they",10.29%,1,0.9797282010776082,0.9404277205467224,neutral,neutral,entailment,neutral,neutral,1.0,0.62,0.62,False,0.38,Uncertain-Same
5774,5836,5836,92807,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,We have been warned at the apartment building where I live not to disturb the desk clerk by asking for mail before 11:00 a.m.,The clerk did not mind getting the resident their mail early.,The clerk did not mind getting the resident their.,their.,11.07%,1,0.9833190348570736,0.9569606781005859,entailment,entailment,contradiction,contradiction,contradiction,0.75,0.54,0.54,False,0.21,Uncertain-Same
4635,4688,4688,35033,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,"In my own case, I think that three years ago I would not have experienced the golden days I have described here.","Three years ago he had not experienced the days, but two years ago he had. ","In his case, he had not experienced the days, but two years ago he had.","In his case,",10.04%,3,0.9770322955994006,0.9435282945632936,neutral,neutral,contradiction,neutral,neutral,0.99,0.64,0.64,False,0.35,Uncertain-Same
4939,4993,4993,5377,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,"Now just stand aside, and see how easily the mere male deals with the situation."" He pressed the bell.",Don't get in the way of the male dealing with it.,"Don't get in the way of the male, he'll handle it.","male, he'll handle",10.26%,1,0.9796909747420816,0.9495941996574402,contradiction,contradiction,entailment,entailment,entailment,0.95,0.66,0.66,False,0.2899999999999999,Uncertain-Same
10778,10903,10903,14199,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,but i always ask him how come they don't ever have no hair because  i've never,I always tell him that they don't have any hair.,I always tell him that they don't.,don't.,11.56%,1,0.984462423168928,0.936431050300598,entailment,entailment,neutral,contradiction,contradiction,0.94,0.69,0.69,False,0.25,Uncertain-Same
758,769,769,72808,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,"Four monasteries developed as a source of protection still remain, and each has a church, monks' quarters and a sturdy high wall.",Ten monasteries developed as a source of protection and still remain.,Ten monasteries developed as a source of protection but only four remain.,protection but only four,10.33%,2,0.9870896162517604,0.962558925151825,entailment,entailment,neutral,contradiction,contradiction,1.0,0.73,0.73,False,0.27,Uncertain-Same
8035,8127,8127,13237,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,the manufacturer required new security administrators to spend 2 to 5 days,Manufacturing needed security administrators to spend two to five days.,Manufacturing needed security administrators to spend two to 5 days a week.,5 days a week.,10.46%,2,0.9819645693553825,0.9638414978981018,contradiction,contradiction,neutral,entailment,entailment,0.99,0.76,0.76,False,0.23,Uncertain-Same
5794,5856,5856,4695,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,Mafia boss Sam Giancana allegedly canceled the hit after hearing a Sinatra album.,"Giancana cancelled the hit after hearing ""My Way.""","Giancana cancelled the hit after hearing""�""","hearing""�""",10.54%,1,0.9645147799315644,0.9378395080566406,neutral,neutral,contradiction,neutral,neutral,0.99,0.61,0.61,False,0.38,Uncertain-Same
15964,16146,16146,75780,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,These form pleadings will be used at pro se clinics sponsored by ILS and the Pro Bono Committees throughout the state.,The pro se clinics won't cover the form pleadings.,The pro se clinics won't cover all forms of pleadings.,all forms of,10.41%,1,0.9842909658916652,0.9526081681251526,entailment,entailment,neutral,contradiction,contradiction,1.0,0.71,0.71,False,0.29000000000000004,Uncertain-Same
10893,11019,11019,22358,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,Could not Mrs. Inglethorp have made a will in her favour? Poirot shook his head. ,"Possible or not, it does not matter because this case doesn't exist.","Whether Mrs. Inglethorp made a will or not, it does not matter because this case doesn't exist.",Whether Mrs. Inglethorp made a will,10.72%,1,0.9898672950343752,0.9358270764350892,entailment,entailment,contradiction,contradiction,contradiction,0.53,0.54,0.54,False,0.010000000000000007,Uncertain-Same
4353,4400,4400,90536,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,The interior could not be more in contrast to the vast exterior.,"While vastly different, the interior and the exterior are just as the client wanted it.","While vastly different, the interior and the exterior are just as the.",the.,11.77%,1,0.9871436762045219,0.9510031342506408,neutral,neutral,entailment,neutral,neutral,1.0,0.76,0.76,False,0.24,Uncertain-Same
9639,9754,9754,29274,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,"The large, vaulted medieval crypt is the oldest structure in Dublin.",Dublin's vaulted medieval crypt has thousands of bodies in it.,Dublin's vaulted medieval crypt has thousands of years of history on it.,of years history on,10.58%,1,0.9585877580894816,0.9614169001579284,neutral,neutral,contradiction,neutral,neutral,1.0,0.75,0.75,False,0.25,Uncertain-Same
14808,14976,14976,53934,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,We'll love you here even if you have a paunch or imperfect thighs!,You can be here if you are a size 0.,You can be here if you are under the age of 0.,under the age of,10.99%,1,0.9604371714422244,0.9330291748046876,entailment,entailment,neutral,contradiction,contradiction,0.96,0.55,0.55,False,0.4099999999999999,Uncertain-Same
4238,4284,4284,62525,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,which is a a shade plant that seems to do well underneath the trees,It is a shade plant that can grow underneath trees.,It is a shade plant that can grow in the sun.,in the sun.,10.45%,1,0.9700000323390324,0.9626536965370178,contradiction,contradiction,entailment,entailment,entailment,0.99,0.61,0.61,False,0.38,Uncertain-Same
2862,2894,2894,48629,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,No overall picture of Japanese life can be complete without a short visit to these northern territories.,The northern territories provide much culture and history to Japan. ,The northern territories provide a great view of life and history to Japan.,a great view of life,10.47%,1,0.9597617708980424,0.9605075120925904,neutral,neutral,contradiction,neutral,neutral,0.98,0.73,0.73,False,0.25,Uncertain-Same
6620,6692,6692,22608,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,It's why he's a great story and a great troublemaker.,He's a very average character with no unique qualities.,He's a very average character with some good qualities.,with some good,10.04%,2,0.9838025571097616,0.9584404230117798,entailment,entailment,neutral,contradiction,contradiction,1.0,0.66,0.66,False,0.34,Uncertain-Same
8728,8826,8826,53723,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,"Count to ten, and, like Delhi belly, it'll pass.","If you count to ten, it will only get worse.","If you count to ten, it will only get.",get.,11.24%,1,0.99498923879444,0.9633663296699524,entailment,entailment,contradiction,contradiction,contradiction,1.0,0.76,0.76,False,0.24,Uncertain-Same
1238,1254,1254,9301,RoBERTa-MNLI,fine-tuned,content-words,gold-label,diverse-beam,yeah um i could agree with that because used to conservatism was inherent at a much younger age,I agree because I used to think conservativism was inherent when you were over the age for 40.,I agree because I used to think conservativism was inherent when you were looking for 40.,looking,10.67%,1,0.9894473160972208,0.9480811953544616,entailment,entailment,neutral,contradiction,contradiction,0.98,0.71,0.71,False,0.27,Uncertain-Same
