,Unnamed: 0,Unnamed: 0.1,line-num,pred-model,fill-model,tokens-masked,prepend-model,sampling-strategy,premise,hypothesis,mask-filled,token_changes,fill_prob,depth,Word2Vec-Score,Bert-Score,gold-label,prepend-label,targeted-label,orig-label,new-label,orig-label-prob,same-label-prob,new-label-prob,label-changed,same-label-prob-diff,flip-class
4879,4936,4936,37877,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Be sure to see the masterpiece of Flemish art commissioned for the hospital chapel, Rogier van der Weyden's altarpiece of the Last Judg?­ment.",Make sure that you avoid the dour and drab hospital chapel.,Make sure that you avoid the dour and drab altarpiece of the Last Judg?­ment.,the altarpiece of Last Judg?­ment.,11.17%,1,0.948208718956288,0.9187213182449341,2,2,neutral,contradiction,contradiction,1.0,1.0,1.0,False,0.0,Certain-Same
7886,7987,7987,57634,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Advanced Flue Gas Desulfurization Demonstration Project, DOE/NETL project fact sheet, //www.lanl.gov/projects/cctc/factsheets/puair/adflugasdemo.html",The project deals with advanced flue gas desulfurization in factories.,The project deals with advanced flue gas Demonstration Project factories.,gas Demonstration Project,10.42%,1,0.9394442087193612,0.9382019639015198,1,1,entailment,neutral,neutral,1.0,0.95,0.95,False,0.05000000000000005,Certain-Same
7998,8102,8102,27940,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,how could how could could you stand there and watch them beat that guy if your brother or your sister were being beaten,You were either scared or heartless to watch and do nothing.,You were either scared or you could just stand there and do nothing.,you could just stand there,10.69%,1,0.9706192644053954,0.9076582193374634,1,1,entailment,neutral,neutral,0.99,0.95,0.95,False,0.040000000000000036,Certain-Same
14639,14831,14831,68838,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,yeah and if you were trying to follow any type of uh,If you were trying to follow any type of sci-fi authors,"If you were trying to follow any type of sci up, you should follow this.","you follow up, should this.",10.23%,4,0.956985087332359,0.9033311605453492,1,1,entailment,neutral,neutral,1.0,0.83,0.83,False,0.17000000000000004,Certain-Same
4574,4627,4627,97078,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,(3) demonstrates the findings and recommendations do not warrant management action.,(3) some findings and recommendations do not need management action,some findings and recommendations do not need management Action.,management Action.,10.11%,3,0.9497071261838234,0.9242824912071228,1,1,contradiction,entailment,entailment,0.81,0.94,0.94,False,0.1299999999999999,Certain-Same
11215,11362,11362,32326,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"It was quite small I could only just get my hand in, but it went a long way back.",There was a snake hiding at the bottom of the opening.,"There was a long way back, hiding at the bottom of the opening.","long way back,",10.56%,1,0.9743182701099992,0.9300392866134644,1,1,entailment,neutral,neutral,1.0,0.92,0.92,False,0.07999999999999996,Certain-Same
3135,3175,3175,93000,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"The cymbidiums have received many awards, most notably from the British Royal Horticultural Society.",There are few places that can grow cymbidiums like these.,There are few places that would receive awards like these.,would receive awards,10.62%,1,0.9359166899177348,0.9214172959327698,1,1,contradiction,neutral,neutral,1.0,1.0,1.0,False,0.0,Certain-Same
158,158,158,64810,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Hammat Gader is a good place for those in search of Roman remains, for those who wish to take the waters, and for children.",If you have children a good place to go is Hammat Gader.,"If you're looking for Roman remains, a good place to go is Hammat Gader.","you're looking for Roman remains,",10.42%,2,0.9624034369526652,0.9367542862892152,0,0,contradiction,entailment,entailment,0.99,0.99,0.99,False,0.0,Certain-Same
14704,14896,14896,13321,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,But what's wrong with an answer that's more specific than the question?,It's best if you have a very specific answer.,It's perfectly fine to have a very specific answer.,perfectly fine to,10.74%,1,0.9726870507950042,0.93668532371521,1,1,contradiction,entailment,entailment,0.56,0.57,0.57,False,0.009999999999999898,Uncertain-Same
14703,14895,14895,13321,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,But what's wrong with an answer that's more specific than the question?,It's best if you have a very specific answer.,It isn't wrong if you have a very specific answer.,It isn't wrong,10.58%,2,0.9820005817618914,0.9325082302093506,1,1,neutral,entailment,entailment,0.56,0.67,0.67,False,0.11,Uncertain-Same
7746,7847,7847,36578,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,and at the age of thirty two i think it was his um heart was that of a fourteen year old,I think he had a child like heart even in his adult years.,I think he had a child like heart even in Disorders.,Disorders.,10.26%,2,0.975243807880738,0.9610333442687988,1,1,neutral,entailment,entailment,0.75,0.79,0.79,False,0.040000000000000036,Uncertain-Same
12268,12428,12428,86359,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,Whereas personal saving represented one-half to three-quarters of average,An individuals savings are typically less than three-quarters of average.,An individual's personal saving habits are typically less than three-quarters of average.,individual's personal saving habits,10.6%,1,0.9694220203235928,0.958219051361084,0,0,contradiction,entailment,entailment,0.61,0.57,0.57,False,0.040000000000000036,Uncertain-Same
4715,4769,4769,16634,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"It begins with the steps in a preliminary assessment, which, in many cases, may be all you need to do to assess reliability.",The preliminary assessment is very important because of the assess reliability.,The preliminary assessment is very important because it helps you assess reliability.,it helps you assess,10.75%,1,0.9728511743275268,0.9408378005027772,1,1,entailment,neutral,neutral,0.82,0.68,0.68,False,0.1399999999999999,Uncertain-Same
7778,7879,7879,95883,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,The Los Angeles Times told readers that the real news was the wall-to-wall press throng at the news conference.,The large press presence at the news conference was more important than the conference itself.,The Times' presence at the news conference was more important than the conference itself.,Times',9.95%,3,0.9837269146699852,0.9627805948257446,1,1,entailment,neutral,neutral,0.53,0.67,0.67,False,0.14,Uncertain-Same
671,678,678,28675,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Tikkun has constructed a new set of pluralistic, democratic criteria--the 'rankings of meaning.","Out of complete exasperation, Tikkun constructed a new set of democratic criteria.","Out of none, Tikkun constructed a new set of democratic criteria.","of none,",9.99%,3,0.9756634574140564,0.9507170319557192,1,1,contradiction,neutral,neutral,1.0,0.56,0.56,False,0.44,Uncertain-Same
3512,3556,3556,87553,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"The interest rate on the national debt is held constant, for example, even when deficits climb and the national saving rate plummets.",There is no stagnation of the national dept interest rate.,There is no stagnation of the national saving rate or interest rate.,saving rate or interest,10.94%,1,0.9720058362123832,0.961300015449524,1,1,entailment,contradiction,contradiction,0.82,0.56,0.56,False,0.2599999999999999,Uncertain-Same
3510,3554,3554,87553,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"The interest rate on the national debt is held constant, for example, even when deficits climb and the national saving rate plummets.",There is no stagnation of the national dept interest rate.,There is no stagnation of the national dept.'s national dept interest rate.,national dept.'s interest,10.77%,1,0.9836351777037532,0.9639849066734314,1,1,neutral,contradiction,contradiction,0.82,0.52,0.52,False,0.29999999999999993,Uncertain-Same
14708,14900,14900,13321,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,But what's wrong with an answer that's more specific than the question?,It's best if you have a very specific answer.,It's not wrong if you have a very specific answer.,not wrong,11.02%,1,0.9877436417828462,0.9420554637908936,1,1,neutral,entailment,entailment,0.56,0.76,0.76,False,0.2,Uncertain-Same
13261,13430,13430,49563,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,Comparing beneficiaries with mortality rolls to the use of sophisticated computer models for interactive analysis of large amounts of information (e.g.,Sophisticated computer models are not used for analysis of large amounts of information.,sophisticated computer models are not effective in interactive analysis of large amounts of information.,sophisticated effective in interactive analysis,10.32%,1,0.9813419502280308,0.9483938813209534,2,2,entailment,contradiction,contradiction,1.0,0.68,0.68,False,0.31999999999999995,Uncertain-Same
10791,10936,10936,21403,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,well i don't know i i definitely want to get mine up mine paid off month to month like i used to,Paying off every month was simpler to how it is now.,Paying off every month was not how it is now.,not,11.23%,1,0.9872382056330242,0.9615427851676941,1,1,entailment,neutral,neutral,0.98,0.51,0.51,False,0.47,Uncertain-Same
3239,3279,3279,54579,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,The object is to play against the dealer (house) to get as close to 21 as possible without busting (going over 21).,You try to get close to 21 with your cards but you aren't allowed to go over.,You try to get close to 21 with your dealer but aren't allowed to go over.,dealer but,10.58%,1,0.9917826768970054,0.9580380320549012,1,1,entailment,neutral,neutral,0.97,0.52,0.52,False,0.45,Uncertain-Same
3646,3692,3692,924,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"By consuming the media, it has overshadowed and smothered more dangerous anti-McCain stories.",Overshadowing the anti-McCain stories was a decidedly bad idea.,consuming the media for anti -McCain stories was a decidedly bad idea.,consuming the media for anti,10.93%,1,0.9350607394105992,0.926742672920227,1,1,entailment,neutral,neutral,0.96,0.76,0.76,False,0.2,Uncertain-Same
8492,8603,8603,35971,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,Agencies are learning how a CIO can help improve effectiveness and efficiency and better realize the benefits of their information resources.,Information resources are utilized by the CIO and agencies learn a lot from certain studies such as this.,"Information resources are utilized by the Agencies, and they can learn a lot from certain studies such as this.","Agencies, and they can",10.8%,1,0.9878510060308708,0.9637399315834044,1,1,entailment,neutral,neutral,0.84,0.62,0.62,False,0.22,Uncertain-Same
15054,15252,15252,39269,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Greyfeather and Runnin' Fox were scoutin' for us.""",Both Greyfeather and Runnin' Fox acted as our scouts.,Both Greyfeather and Runnin' Fox acted.,acted.,11.09%,1,0.9517536959780524,0.9518011808395386,0,0,contradiction,entailment,entailment,0.99,0.63,0.63,False,0.36,Uncertain-Same
8388,8497,8497,24557,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Romney (1734 1802) was considered to be the third master of portraiture in the 18th century, alongside Thomas Gainsborough and Joshua Reynolds.",Romney is the best in Portraiture in the 18th century.,"Romney is the best in Portraiture in the world, according to some.","world, according to some.",10.42%,1,0.9322157357695412,0.932726800441742,1,1,contradiction,neutral,neutral,0.41,0.79,0.79,False,0.3800000000000001,Uncertain-Same
14131,14314,14314,97426,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,(That doughboy has always been a sucker for shiny yet unworkable military hardware.),(That fat boy is more interested in what looks good than what works.),That fat boy is more attracted to what looks good than what works.),That more attracted to,10.27%,3,0.9837327128926936,0.956469476222992,1,1,contradiction,entailment,entailment,0.56,0.59,0.59,False,0.02999999999999992,Uncertain-Same
140,140,140,26784,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"On Sundays it switches to small pets, especially caged birds.","Most of those interested in birds come on Sunday, every week.","Most of those interested in birds come on Sunday, especially on Sundays.",on especially Sundays.,10.89%,1,0.9802649510311114,0.9553572535514832,1,1,contradiction,neutral,neutral,1.0,0.7,0.7,False,0.30000000000000004,Uncertain-Same
8231,8339,8339,61999,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,It's a good thing Styles wasn't the mater's to leave to him. ,Mrs. Inglethorp was able to will Styles to her husband because of legalities.,Mrs. Inglethorp will Styles to her husband because of legalities.,,11.51%,1,0.9847970189459748,0.959415316581726,0,0,entailment,contradiction,contradiction,0.66,0.62,0.62,False,0.040000000000000036,Uncertain-Same
841,850,850,69452,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"On a first visit, you may like to spend a half-day just seeing the highlights with time off for postcard shopping and a cafe break.",There are not enough points of interest to fill half a day of sight seeing.,There are not enough points of interest to fill half a day so you should plan your visit.,so you should plan your visit.,10.19%,1,0.9717457502101166,0.9631767868995668,2,2,entailment,contradiction,contradiction,0.99,0.79,0.79,False,0.2,Uncertain-Same
14572,14763,14763,23069,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"Therefore, this report summarizes the collective discussion and does not necessarily represent the views of any individual participant or GAO.",None of GAO's views are present in the report.,None of GAO's views are present inrehens.,inrehens.,10.16%,2,0.9590814745378714,0.9639117121696472,1,1,entailment,neutral,neutral,0.49,0.53,0.53,False,0.040000000000000036,Uncertain-Same
10076,10214,10214,56398,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,"By 8, a few of us have adjourned to the first floor of the courthouse in anticipation of Monica's arrival.",We had food and drinks while we were on the first floor of the courthouse.,We had hoped Monica would arrive while we were on the first floor of the courthouse.,hoped Monica would arrive,10.51%,1,0.9623602219636999,0.9320392012596128,1,1,entailment,neutral,neutral,1.0,0.68,0.68,False,0.31999999999999995,Uncertain-Same
8469,8580,8580,65548,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam, Drew had come west from Kentucky to find a father he had thought dead until the year before.,Drew was hoping his father had more children he had not met. ,Drew was hoping his father had died because they had not met.,died because they,11.2%,1,0.9832273008366884,0.9247706532478333,1,1,entailment,neutral,neutral,0.97,0.67,0.67,False,0.29999999999999993,Uncertain-Same
13450,13621,13621,19391,RoBERTa-MNLI,fine-tuned,content-words,model-label,diverse-beam,but i always ask him how come they don't ever have no hair because  i've never,I always tell him that they don't have any hair.,I always tell him that they don't ever have no hair.,ever have no hair.,10.35%,2,0.995287687546792,0.9618642926216124,2,2,entailment,contradiction,contradiction,0.94,0.65,0.65,False,0.2899999999999999,Uncertain-Same
