,WorkTimeInSecon,Worker,flip-class,hypoID,hypothesis,keep,lab_count,maj_count,mask-type,model-label,orig-prob,premID,premise,response,model-wrong
251,160.0,A1W7I6FN183I8F,Certain-Flip,19009.0,Government bonds are performing better than five years ago.,0.0,1.0,3.0,data-slices,contradiction,0.99,34742.0,The stock market historically has a higher rate of return than government bonds do.,neutral,True
251,160.0,A1W7I6FN183I8F,Uncertain-Flip,19010.0,Government bonds are performing better now than five years ago.,0.0,1.0,3.0,data-slices,contradiction,0.99,34742.0,The stock market historically has a higher rate of return than government bonds do.,neutral,True
251,160.0,A1W7I6FN183I8F,Uncertain-Flip,19012.0,Government bonds are performing better than they did five years ago.,0.0,1.0,3.0,data-slices,contradiction,0.99,34742.0,The stock market historically has a higher rate of return than government bonds do.,neutral,True
78,112.0,A1W7I6FN183I8F,Uncertain-Flip,20189.0,The industry doesn't need people like us who mean business.,1.0,1.0,2.0,data-slices,contradiction,0.99,36791.0,we all would say who are in industry and everything we'd say hey this means business we ought to,neutral,True
263,69.0,A2E0LU8V4EUX5C,Uncertain-Flip,23370.0,"I did not want to buy more, so I only bought a couple.",0.0,2.0,3.0,data-slices,neutral,0.94,43000.0,The main reason I only bought one or two was I knew that after playing them I would generally be stuck with them.,entailment,True
254,533.0,A270HX8LH9LJ8W,Uncertain-Flip,27447.0,Drew was remembering the time he was in the army because of the term Blue Bellies.,0.0,1.0,3.0,data-slices,neutral,0.95,50655.0,"""Blue Bellies?"" Drew was wrenched back months, a year, by that old army slang.",entailment,True
254,533.0,A270HX8LH9LJ8W,Uncertain-Flip,27451.0,Drew was remembering his time in the army because of the term Blue Bellies.,0.0,1.0,3.0,data-slices,neutral,0.95,50655.0,"""Blue Bellies?"" Drew was wrenched back months, a year, by that old army slang.",entailment,True
96,177.0,A270HX8LH9LJ8W,Uncertain-Flip,27968.0,"Before he turned his head, he was listening.",1.0,1.0,2.0,data-slices,contradiction,0.96,51456.0,"His head turned, his attitude now one of listening concentration.",neutral,True
96,177.0,A270HX8LH9LJ8W,Uncertain-Flip,27973.0,"Before he turned his head, he was focused on listening.",1.0,1.0,2.0,data-slices,contradiction,0.96,51456.0,"His head turned, his attitude now one of listening concentration.",neutral,True
245,1474.0,A1W7I6FN183I8F,Uncertain-Same,28334.0,The mission of the visa function was discussed by a lot of people.,0.0,1.0,3.0,data-slices,entailment,0.99,52021.0,Some have argued that the mission of the visa function is primarily related to homeland security and that therefore the function should be located within the proposed department.,neutral,True
100,1059.0,A1W7I6FN183I8F,Uncertain-Same,29255.0,"If you will walk west from Shinobazu Pond, you will go to the Whisperer's Forest.",1.0,1.0,2.0,data-slices,contradiction,0.96,53815.0,"From here, it's a short walk west to the grounds of Shinobazu Pond.",neutral,True
100,1059.0,A1W7I6FN183I8F,Certain-Same,29257.0,"If you will walk west, you will go to the Whisperer's Forest.",1.0,1.0,2.0,data-slices,contradiction,0.96,53815.0,"From here, it's a short walk west to the grounds of Shinobazu Pond.",neutral,True
269,455.0,A1W7I6FN183I8F,Certain-Flip,29566.0,Individuals may react differently if they realize the government is saving less.,0.0,2.0,3.0,data-slices,entailment,0.91,54357.0,Estimating the private saving offset is complicated by the fact that individuals may respond differently to changes in government saving.,neutral,True
269,455.0,A1W7I6FN183I8F,Uncertain-Flip,29569.0,Individuals might save differently if they realize the government is saving less.,0.0,2.0,3.0,data-slices,entailment,0.91,54357.0,Estimating the private saving offset is complicated by the fact that individuals may respond differently to changes in government saving.,neutral,True
110,495.0,A270HX8LH9LJ8W,Uncertain-Same,31823.0,We chose only a handful of companies in the private sector.,1.0,1.0,2.0,data-slices,entailment,0.94,58558.0,We selected six private sector companies and three state governments to serve as our case studies.,contradiction,True
110,495.0,A270HX8LH9LJ8W,Uncertain-Same,31826.0,We only chose a handful of companies in the private sector.,1.0,1.0,2.0,data-slices,entailment,0.94,58558.0,We selected six private sector companies and three state governments to serve as our case studies.,contradiction,True
113,149.0,A2E0LU8V4EUX5C,Uncertain-Same,34803.0,Being president should not allow you to shrug off authority but be more than that.,1.0,1.0,2.0,data-slices,neutral,0.91,64405.0,"Being president is not about bucking authority, it's about being authority.",entailment,True
257,55.0,A2615YW1YERQBO,Certain-Same,35044.0,The brawl is based on principles of morality in which no one loses.,0.0,2.0,3.0,data-slices,entailment,0.95,64885.0,The Manson fight is a morality play in which everyone wins.,neutral,True
257,55.0,A2615YW1YERQBO,Uncertain-Same,35045.0,The brawl is based on morality because no one loses.,0.0,1.0,3.0,data-slices,entailment,0.95,64885.0,The Manson fight is a morality play in which everyone wins.,neutral,True
257,55.0,A2615YW1YERQBO,Uncertain-Same,35046.0,The brawl is based on principles where.,0.0,2.0,3.0,data-slices,entailment,0.95,64885.0,The Manson fight is a morality play in which everyone wins.,neutral,True
257,55.0,A2615YW1YERQBO,Uncertain-Flip,35047.0,The brawl is based on principles where everyone wins and no one loses.,0.0,2.0,3.0,data-slices,neutral,0.95,64885.0,The Manson fight is a morality play in which everyone wins.,entailment,True
248,2332.0,A1W7I6FN183I8F,Certain-Flip,39521.0,We will try and get donations in certain locations.,0.0,2.0,3.0,data-slices,neutral,0.99,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,entailment,True
248,2332.0,A1W7I6FN183I8F,Uncertain-Flip,39525.0,We do try and get donations in certain locations.,0.0,2.0,3.0,data-slices,neutral,0.99,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,entailment,True
71,1347.0,A1W7I6FN183I8F,Uncertain-Same,40472.0,The pirates were at port and chose to patrol the ocean.,1.0,1.0,2.0,data-slices,contradiction,1.0,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,neutral,True
71,1347.0,A1W7I6FN183I8F,Uncertain-Same,40475.0,The pirates were at port and were paid to patrol the ocean.,1.0,1.0,2.0,data-slices,contradiction,1.0,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,neutral,True
67,50.0,A270HX8LH9LJ8W,Uncertain-Flip,44975.0,The Edinburgh International Festival was founded in the 1940s and has been held every decade.,1.0,1.0,2.0,data-slices,entailment,1.0,83328.0,The Edinburgh International Festival (held annually since 1947) is acknowledged as one of the world's most important arts festivals.,neutral,True
61,674.0,A1W7I6FN183I8F,Uncertain-Same,46354.0,The better machines cost more money because they're better.,1.0,1.0,2.0,data-slices,neutral,1.0,85671.0,oh do they probably the more you pay though the better the machine you have,entailment,True
