,flip-class,premID,premise,hypoID,hypothesis,orig-hypothesis,lab_count,maj_count,mask-type,model-label,response,model-wrong,orig-label
146,Uncertain-Flip,6396.0,The forest is thick with sissoo and tall sal trees; their timber is prized for ship-building.,32955.0,The timber from the sissoo and cactus are used in car making.,The timber of oak and cactus are used in car making.,2.0,3.0,content-words,neutral,contradiction,True,contradiction
147,Uncertain-Same,6396.0,The forest is thick with sissoo and tall sal trees; their timber is prized for ship-building.,32966.0,The timber of the sissoo and sal cactus are used in car making.,The timber of oak and cactus are used in car making.,2.0,3.0,content-words,contradiction,contradiction,False,contradiction
148,Certain-Same,6396.0,The forest is thick with sissoo and tall sal trees; their timber is prized for ship-building.,32968.0,The timber of oak and pine is used in car making.,The timber of oak and cactus are used in car making.,2.0,3.0,content-words,contradiction,contradiction,False,contradiction
149,Certain-Same,6504.0,Kos has some well-organised dive operators at its resorts.,33432.0,Kos is not the place to go to find well organized dive.,Kos is not the place to go to find well organized dive operators.,2.0,3.0,content-words,contradiction,contradiction,False,contradiction
150,Uncertain-Flip,6504.0,Kos has some well-organised dive operators at its resorts.,33433.0,Kos is not the worst place to go to find well organized dive operators.,Kos is not the place to go to find well organized dive operators.,2.0,3.0,content-words,neutral,entailment,True,contradiction
151,Uncertain-Flip,6504.0,Kos has some well-organised dive operators at its resorts.,33435.0,Kos is not a bad place to go to find well organized dive operators.,Kos is not the place to go to find well organized dive operators.,1.0,3.0,content-words,entailment,entailment,False,contradiction
152,Uncertain-Same,6504.0,Kos has some well-organised dive operators at its resorts.,33437.0,Kos is not the best place to find well organized dive operators.,Kos is not the place to go to find well organized dive operators.,2.0,3.0,content-words,contradiction,neutral,True,contradiction
153,Uncertain-Same,6513.0,"Pursuant to our court rules, participation in the IOLTA program is mandatory.",18237.0,The IOLTA program is also optional for members of the court.,The IOLTA program is optional for members of the court.,1.0,3.0,gradient,contradiction,contradiction,False,contradiction
154,Uncertain-Flip,6513.0,"Pursuant to our court rules, participation in the IOLTA program is mandatory.",18239.0,The IOLTA program isOptional for members of the court.,The IOLTA program is optional for members of the court.,1.0,3.0,gradient,entailment,contradiction,True,contradiction
155,Certain-Flip,6513.0,"Pursuant to our court rules, participation in the IOLTA program is mandatory.",18243.0,The IOLTA program is mandatory for members of the court.,The IOLTA program is optional for members of the court.,1.0,3.0,gradient,entailment,entailment,False,contradiction
156,Uncertain-Same,6513.0,"Pursuant to our court rules, participation in the IOLTA program is mandatory.",18244.0,The IOLTA program is optional for members of the military.,The IOLTA program is optional for members of the court.,2.0,3.0,gradient,contradiction,contradiction,False,contradiction
157,Uncertain-Flip,6771.0,But this was not yet the Las Vegas of folklore.,18888.0,folklore has become what Vegas is known for now.,It hadn't become what Vegas is known for now.,2.0,3.0,gradient,contradiction,neutral,True,entailment
158,Uncertain-Same,6771.0,But this was not yet the Las Vegas of folklore.,18889.0,It hadn't become what it was known for now.,It hadn't become what Vegas is known for now.,2.0,3.0,gradient,entailment,entailment,False,entailment
159,Uncertain-Same,6771.0,But this was not yet the Las Vegas of folklore.,18892.0,It hadn't become what folklore expected it to be for now.,It hadn't become what Vegas is known for now.,2.0,3.0,gradient,entailment,neutral,True,entailment
160,Certain-Same,6771.0,But this was not yet the Las Vegas of folklore.,18893.0,It hadn't yet become the Las Vegas that it is known for now.,It hadn't become what Vegas is known for now.,1.0,3.0,gradient,entailment,entailment,False,entailment
161,Certain-Flip,6842.0,"DU has a law- student body of about 1,000, and CU's population is about half that.",19045.0,DU has around 15000 students total compared to those in the law school.,DU has around 15000 students total in addition to those in the law school.,2.0,3.0,gradient,contradiction,neutral,True,neutral
162,Uncertain-Same,6842.0,"DU has a law- student body of about 1,000, and CU's population is about half that.",19046.0,DU has around 15000 students total including those in the law school.,DU has around 15000 students total in addition to those in the law school.,2.0,3.0,gradient,neutral,neutral,False,neutral
163,Uncertain-Same,6842.0,"DU has a law- student body of about 1,000, and CU's population is about half that.",19049.0,DU has around 15000 students in the student body in addition to those in the law school.,DU has around 15000 students total in addition to those in the law school.,2.0,3.0,gradient,neutral,neutral,False,neutral
164,Uncertain-Flip,6842.0,"DU has a law- student body of about 1,000, and CU's population is about half that.",19052.0,"DU has around 15000 students total in the student body, including those in the law school.",DU has around 15000 students total in addition to those in the law school.,2.0,3.0,gradient,contradiction,neutral,True,neutral
165,Certain-Same,7407.0,"Buried here are the economist Adam Smith, the poet Robert Ferguson, and Mrs. Agnes McLehose (the Clarinda of Burns's love poems).",37683.0,This is a graveyard where only important people are buried.,This is a place where only important people are buried.,1.0,3.0,content-words,neutral,neutral,False,neutral
166,Uncertain-Flip,7407.0,"Buried here are the economist Adam Smith, the poet Robert Ferguson, and Mrs. Agnes McLehose (the Clarinda of Burns's love poems).",37684.0,This is a place where many famous people are buried.,This is a place where only important people are buried.,1.0,3.0,content-words,entailment,entailment,False,neutral
167,Uncertain-Same,7407.0,"Buried here are the economist Adam Smith, the poet Robert Ferguson, and Mrs. Agnes McLehose (the Clarinda of Burns's love poems).",37685.0,This is a cemetery where important people are buried.,This is a place where only important people are buried.,1.0,3.0,content-words,neutral,entailment,True,neutral
168,Uncertain-Same,7407.0,"Buried here are the economist Adam Smith, the poet Robert Ferguson, and Mrs. Agnes McLehose (the Clarinda of Burns's love poems).",37694.0,This is a place where only old people are buried.,This is a place where only important people are buried.,2.0,3.0,content-words,neutral,neutral,False,neutral
169,Uncertain-Flip,7586.0,A Drudge Report world  Susan McDougal no longer carries a torch for ex-lover William Jefferson Clinton.,21311.0,"Susan McDougal isn't interested in ever making up with her ex, William Jefferson Clinton.","Susan McDougal isn't interested in making up with her ex, William Jefferson Clinton.",2.0,3.0,gradient,neutral,neutral,False,entailment
170,Uncertain-Flip,7586.0,A Drudge Report world  Susan McDougal no longer carries a torch for ex-lover William Jefferson Clinton.,21313.0,"Susan McDougal isn't looking forward to making up with her ex, William Jefferson Clinton.","Susan McDougal isn't interested in making up with her ex, William Jefferson Clinton.",2.0,3.0,gradient,neutral,entailment,True,entailment
171,Certain-Same,7586.0,A Drudge Report world  Susan McDougal no longer carries a torch for ex-lover William Jefferson Clinton.,21323.0,"Susan McDougal isn't interested in making up with her ex boyfriend, William Jefferson Clinton.","Susan McDougal isn't interested in making up with her ex, William Jefferson Clinton.",2.0,3.0,gradient,entailment,entailment,False,entailment
172,Uncertain-Same,7586.0,A Drudge Report world  Susan McDougal no longer carries a torch for ex-lover William Jefferson Clinton.,21324.0,"Susan McDougal has no interest in making up with her ex, William Jefferson Clinton.","Susan McDougal isn't interested in making up with her ex, William Jefferson Clinton.",2.0,3.0,gradient,entailment,entailment,False,entailment
173,Uncertain-Flip,7630.0,An announcement in the Commerce Business Daily orRequest for other publication requesting industry comment onComment draft specifications for resources.,38777.0,The announcement in the Commerce Business Daily is looking.,The announcement in the Commerce Business Daily is looking for comments.,1.0,3.0,content-words,neutral,neutral,False,entailment
174,Certain-Flip,7630.0,An announcement in the Commerce Business Daily orRequest for other publication requesting industry comment onComment draft specifications for resources.,38781.0,There is no announcement that the Commerce Business Daily is looking for comments.,The announcement in the Commerce Business Daily is looking for comments.,1.0,3.0,content-words,contradiction,contradiction,False,entailment
175,Uncertain-Same,7630.0,An announcement in the Commerce Business Daily orRequest for other publication requesting industry comment onComment draft specifications for resources.,38782.0,The announcement in the Commerce Business Daily is looking for.,The announcement in the Commerce Business Daily is looking for comments.,2.0,3.0,content-words,entailment,neutral,True,entailment
176,Uncertain-Flip,7741.0,yeah well i guess there's a certain amount of luck in any hole in one,21765.0,I guess we've never had enough luck to make a hole in one.,I have never had enough luck to make a hole in one.,1.0,3.0,gradient,contradiction,neutral,True,neutral
177,Uncertain-Same,7741.0,yeah well i guess there's a certain amount of luck in any hole in one,21766.0,I don't think we've had enough luck to make a hole in one.,I have never had enough luck to make a hole in one.,1.0,3.0,gradient,neutral,neutral,False,neutral
178,Uncertain-Same,7741.0,yeah well i guess there's a certain amount of luck in any hole in one,21770.0,We have never had enough luck to make a hole in one.,I have never had enough luck to make a hole in one.,1.0,3.0,gradient,neutral,neutral,False,neutral
179,Certain-Same,7741.0,yeah well i guess there's a certain amount of luck in any hole in one,21771.0,I have enough luck to make a hole in one.,I have never had enough luck to make a hole in one.,1.0,3.0,gradient,neutral,neutral,False,neutral
180,Uncertain-Flip,7800.0,I'd say some News Quiz participants owe some quasi-autonomous but government-regulated agency a letter of apology.,39648.0,There is no doubt that any News Quiz participants should apologise.,There is no reason that any News Quiz participants should apologise.,1.0,3.0,content-words,entailment,neutral,True,contradiction
181,Certain-Same,7800.0,I'd say some News Quiz participants owe some quasi-autonomous but government-regulated agency a letter of apology.,39650.0,There is no reason that any News Quiz participants should have to apologise.,There is no reason that any News Quiz participants should apologise.,1.0,3.0,content-words,contradiction,contradiction,False,contradiction
182,Uncertain-Same,7800.0,I'd say some News Quiz participants owe some quasi-autonomous but government-regulated agency a letter of apology.,39653.0,There is no question that any News Quiz participants should apologise.,There is no reason that any News Quiz participants should apologise.,2.0,3.0,content-words,contradiction,neutral,True,contradiction
183,Uncertain-Flip,7800.0,I'd say some News Quiz participants owe some quasi-autonomous but government-regulated agency a letter of apology.,39654.0,There is no doubt that News Quiz participants should apologise.,There is no reason that any News Quiz participants should apologise.,1.0,3.0,content-words,entailment,neutral,True,contradiction
184,Uncertain-Same,8020.0,The Vice President has also expressed concern regarding certain requests for his personal schedule.,40687.0,The VP is worried that people are going to get his personal schedule wrong.,The VP is worried that people are going to get his personal schedule.,2.0,3.0,content-words,entailment,neutral,True,entailment
185,Uncertain-Flip,8020.0,The Vice President has also expressed concern regarding certain requests for his personal schedule.,40691.0,The VP is worried that people are going to get his schedule wrong.,The VP is worried that people are going to get his personal schedule.,2.0,3.0,content-words,neutral,neutral,False,entailment
186,Uncertain-Same,8020.0,The Vice President has also expressed concern regarding certain requests for his personal schedule.,40692.0,The VP is worried that he is not going to get his personal schedule.,The VP is worried that people are going to get his personal schedule.,2.0,3.0,content-words,entailment,neutral,True,entailment
187,Certain-Flip,8020.0,The Vice President has also expressed concern regarding certain requests for his personal schedule.,40696.0,The VP is worried that people are going to get mad at him for his schedule.,The VP is worried that people are going to get his personal schedule.,1.0,3.0,content-words,neutral,neutral,False,entailment
188,Uncertain-Same,8030.0,Officials from one organization were also concerned that they might be held responsible if their advice adversely affected a vendor.,40772.0,Officials from one organization were concerned that they may be getting underpaid,Officials from one organization were also concerned that they may be getting underpaid,1.0,3.0,content-words,neutral,neutral,False,neutral
189,Uncertain-Flip,8030.0,Officials from one organization were also concerned that they might be held responsible if their advice adversely affected a vendor.,40777.0,Officials from two organizations were also concerned that they may be getting underpaid,Officials from one organization were also concerned that they may be getting underpaid,2.0,3.0,content-words,contradiction,neutral,True,neutral
190,Certain-Same,8030.0,Officials from one organization were also concerned that they might be held responsible if their advice adversely affected a vendor.,40781.0,officials from another organization were also concerned that they may be getting underpaid,Officials from one organization were also concerned that they may be getting underpaid,1.0,3.0,content-words,neutral,neutral,False,neutral
191,Uncertain-Same,8030.0,Officials from one organization were also concerned that they might be held responsible if their advice adversely affected a vendor.,40783.0,Officials from one organization are worried that they may be getting underpaid,Officials from one organization were also concerned that they may be getting underpaid,1.0,3.0,content-words,neutral,neutral,False,neutral
192,Uncertain-Same,8124.0,We have observed that many more clients receive some assistance when technologically sophisticated intake systems are installed.,41264.0,The intake systems are perfectly viable and don't need replacing.,The intake systems of the past are perfectly viable and don't need replacing.,1.0,3.0,content-words,contradiction,neutral,True,contradiction
193,Certain-Flip,8124.0,We have observed that many more clients receive some assistance when technologically sophisticated intake systems are installed.,41266.0,The intake systems of the past are outdated and don't need replacing.,The intake systems of the past are perfectly viable and don't need replacing.,2.0,3.0,content-words,neutral,contradiction,True,contradiction
194,Uncertain-Flip,8124.0,We have observed that many more clients receive some assistance when technologically sophisticated intake systems are installed.,41271.0,The intake systems of the technologically sophisticated systems are perfectly viable and don't need replacing.,The intake systems of the past are perfectly viable and don't need replacing.,2.0,3.0,content-words,neutral,neutral,False,contradiction
195,Uncertain-Flip,8124.0,We have observed that many more clients receive some assistance when technologically sophisticated intake systems are installed.,41274.0,The intake systems of the past are very old and don't need replacing.,The intake systems of the past are perfectly viable and don't need replacing.,2.0,3.0,content-words,neutral,neutral,False,contradiction
196,Uncertain-Flip,8203.0,"The New Disclosure Option final rule permits a mutual fund to offer investors a new disclosure document called a Aprofile, which summarizes key information",41558.0,The New Disclosure Option final rule gives mutual fund customers.,The New Disclosure Option final rule gives mutual fund customers little information.,1.0,3.0,content-words,entailment,contradiction,True,contradiction
197,Uncertain-Same,8203.0,"The New Disclosure Option final rule permits a mutual fund to offer investors a new disclosure document called a Aprofile, which summarizes key information",41567.0,The New Disclosure Option final rule gives mutual fund investors too little information.,The New Disclosure Option final rule gives mutual fund customers little information.,2.0,3.0,content-words,contradiction,neutral,True,contradiction
198,Certain-Same,8203.0,"The New Disclosure Option final rule permits a mutual fund to offer investors a new disclosure document called a Aprofile, which summarizes key information",41572.0,The New Disclosure Option's final rule gives mutual fund customers little information.,The New Disclosure Option final rule gives mutual fund customers little information.,2.0,3.0,content-words,contradiction,neutral,True,contradiction
199,Uncertain-Flip,8203.0,"The New Disclosure Option final rule permits a mutual fund to offer investors a new disclosure document called a Aprofile, which summarizes key information",41573.0,The New Disclosure Option final rule gives mutual fund.,The New Disclosure Option final rule gives mutual fund customers little information.,1.0,3.0,content-words,entailment,contradiction,True,contradiction
200,Uncertain-Same,8284.0,"He told me, 'You don't have to tell me who you are.",23373.0,He knows who I am and wants to know.,He has no idea who I am and wants to know.,2.0,3.0,gradient,contradiction,neutral,True,contradiction
201,Uncertain-Flip,8284.0,"He told me, 'You don't have to tell me who you are.",23374.0,He has a question about who I am and wants to know.,He has no idea who I am and wants to know.,1.0,3.0,gradient,neutral,neutral,False,contradiction
202,Uncertain-Flip,8284.0,"He told me, 'You don't have to tell me who you are.",23375.0,He has an idea who I am and wants to know.,He has no idea who I am and wants to know.,2.0,6.0,gradient,neutral,neutral,False,contradiction
203,Certain-Flip,8284.0,"He told me, 'You don't have to tell me who you are.",23376.0,He has been wondering who I am and wants to know.,He has no idea who I am and wants to know.,1.0,6.0,gradient,neutral,neutral,False,contradiction
204,Uncertain-Same,8472.0,This may have been to stop soldiers on horseback storming into the church.,42979.0,The soldiers were on horses and had no trouble invading churches.,The soldiers were cruel and had no trouble invading churches.,1.0,3.0,content-words,neutral,neutral,False,neutral
205,Uncertain-Flip,8472.0,This may have been to stop soldiers on horseback storming into the church.,42986.0,The soldiers were not cruel and had no trouble invading churches.,The soldiers were cruel and had no trouble invading churches.,1.0,3.0,content-words,contradiction,neutral,True,neutral
206,Certain-Same,8472.0,This may have been to stop soldiers on horseback storming into the church.,42989.0,The soldiers were cruel and had no trouble.,The soldiers were cruel and had no trouble invading churches.,1.0,3.0,content-words,neutral,neutral,False,neutral
207,Uncertain-Same,8472.0,This may have been to stop soldiers on horseback storming into the church.,42992.0,The soldiers were having no trouble invading churches.,The soldiers were cruel and had no trouble invading churches.,1.0,3.0,content-words,neutral,neutral,False,neutral
208,Uncertain-Flip,8646.0,"Finally, a question to which I know the  Murderers yell at each other.",24358.0,I didn't know what the answer was that the Murderers had yelled at each other.,I knew the answer was that the Murderers had yelled at each other.,2.0,3.0,gradient,neutral,contradiction,True,entailment
209,Certain-Same,8646.0,"Finally, a question to which I know the  Murderers yell at each other.",24359.0,I knew what the question was that the Murderers had yelled at each other.,I knew the answer was that the Murderers had yelled at each other.,2.0,3.0,gradient,entailment,entailment,False,entailment
210,Uncertain-Same,8646.0,"Finally, a question to which I know the  Murderers yell at each other.",24360.0,I knew the answer was that the Murderers had yelled at each other before.,I knew the answer was that the Murderers had yelled at each other.,1.0,3.0,gradient,entailment,neutral,True,entailment
211,Uncertain-Same,8646.0,"Finally, a question to which I know the  Murderers yell at each other.",24364.0,I knew the answer was that the Murderers had yelled at.,I knew the answer was that the Murderers had yelled at each other.,1.0,3.0,gradient,entailment,neutral,True,entailment
212,Uncertain-Flip,8781.0,Rennie's foster son was now riding inspection between one water-hole fortification and another.,24892.0,Rennie has a foster son and they entailment.,Rennie has a foster son and they are very close.,2.0,3.0,gradient,entailment,neutral,True,neutral
213,Uncertain-Same,8781.0,Rennie's foster son was now riding inspection between one water-hole fortification and another.,24897.0,Rennie has a foster son and they are�.,Rennie has a foster son and they are very close.,2.0,3.0,gradient,neutral,neutral,False,neutral
214,Certain-Flip,8781.0,Rennie's foster son was now riding inspection between one water-hole fortification and another.,24899.0,Rennie has no foster son and they are very close.,Rennie has a foster son and they are very close.,1.0,3.0,gradient,contradiction,contradiction,False,neutral
215,Uncertain-Flip,8781.0,Rennie's foster son was now riding inspection between one water-hole fortification and another.,24900.0,Rennie has a foster son and they are not together.,Rennie has a foster son and they are very close.,2.0,3.0,gradient,entailment,neutral,True,neutral
216,Uncertain-Same,9527.0,"He stayed so for a minute or two, then drew a deep breath, and pressed it ever so slightly inward.",48606.0,"After staying for a minute, he took a deep breath and exhaled.","After staying for a minute, he took a deep breath.",1.0,3.0,content-words,entailment,neutral,True,entailment
217,Uncertain-Same,9527.0,"He stayed so for a minute or two, then drew a deep breath, and pressed it ever so slightly inward.",48610.0,"After staying for a few seconds, he took a deep breath.","After staying for a minute, he took a deep breath.",1.0,3.0,content-words,entailment,contradiction,True,entailment
218,Certain-Same,9527.0,"He stayed so for a minute or two, then drew a deep breath, and pressed it ever so slightly inward.",48613.0,"After staying for a minute, he took a deep.","After staying for a minute, he took a deep breath.",2.0,3.0,content-words,entailment,neutral,True,entailment
219,Uncertain-Flip,9527.0,"He stayed so for a minute or two, then drew a deep breath, and pressed it ever so slightly inward.",48614.0,"After staying for a minute, he took a.label: contradiction.","After staying for a minute, he took a deep breath.",2.0,3.0,content-words,neutral,contradiction,True,entailment
220,Certain-Same,9610.0,"A separate module for each subscribing agency is developed with a unique URL, allowing each agency control of agency data and access authority.",49091.0,Separating a separate module for each agency is a great idea.,Separating the modules for each agency is a great idea.,1.0,3.0,content-words,neutral,neutral,False,neutral
221,Uncertain-Same,9610.0,"A separate module for each subscribing agency is developed with a unique URL, allowing each agency control of agency data and access authority.",49094.0,Separating the modules for each agency is a.label: contradiction.,Separating the modules for each agency is a great idea.,2.0,3.0,content-words,neutral,neutral,False,neutral
222,Uncertain-Flip,9610.0,"A separate module for each subscribing agency is developed with a unique URL, allowing each agency control of agency data and access authority.",49098.0,Separating the modules for each agency is a terrible idea.,Separating the modules for each agency is a great idea.,1.0,3.0,content-words,contradiction,neutral,True,neutral
223,Uncertain-Same,9610.0,"A separate module for each subscribing agency is developed with a unique URL, allowing each agency control of agency data and access authority.",49106.0,Separating the modules for each subscribing agency would be a great idea.,Separating the modules for each agency is a great idea.,1.0,3.0,content-words,neutral,neutral,False,neutral
224,Certain-Flip,9803.0,A surprise was the sizable number of Chinese who chose to move to the colony.,50233.0,"Very few Chinese moved to the colony, much to people's surprise.","Many Chinese moved to the colony, much to people's surprise.",1.0,3.0,content-words,contradiction,contradiction,False,entailment
225,Uncertain-Flip,9803.0,A surprise was the sizable number of Chinese who chose to move to the colony.,50234.0,"Many Chinese moved to the colony, much to people's dismay.","Many Chinese moved to the colony, much to people's surprise.",1.0,3.0,content-words,neutral,neutral,False,entailment
226,Uncertain-Same,9803.0,A surprise was the sizable number of Chinese who chose to move to the colony.,50240.0,"Many Chinese moved to the colony, much to the colony 's surprise.","Many Chinese moved to the colony, much to people's surprise.",2.0,3.0,content-words,entailment,entailment,False,entailment
227,Uncertain-Flip,9803.0,A surprise was the sizable number of Chinese who chose to move to the colony.,50244.0,"Many Chinese moved to the colony, much to people's delight.","Many Chinese moved to the colony, much to people's surprise.",1.0,3.0,content-words,neutral,neutral,False,entailment
228,Uncertain-Flip,9934.0,yeah and they'll go to the doors and stand up on the screen door looking out but uh they're not too interested in going outside i,5266.0,They have no interest in going outside and do not want to go outside.,They have never been outside and do not want to go outside.,2.0,3.0,data-slices,entailment,entailment,False,neutral
229,Certain-Same,9934.0,yeah and they'll go to the doors and stand up on the screen door looking out but uh they're not too interested in going outside i,5273.0,They've never been outside and do not want to go outside.,They have never been outside and do not want to go outside.,1.0,3.0,data-slices,neutral,neutral,False,neutral
230,Uncertain-Same,9934.0,yeah and they'll go to the doors and stand up on the screen door looking out but uh they're not too interested in going outside i,5276.0,They have never been outside and do not ever want to go outside.,They have never been outside and do not want to go outside.,1.0,3.0,data-slices,neutral,neutral,False,neutral
231,Uncertain-Flip,9934.0,yeah and they'll go to the doors and stand up on the screen door looking out but uh they're not too interested in going outside i,5277.0,They have no interest in being outside and do not want to go outside.,They have never been outside and do not want to go outside.,2.0,3.0,data-slices,entailment,entailment,False,neutral
232,Uncertain-Flip,9992.0,Basic mail also includes some parcels under 11 ounces and some non-standard pieces.,28469.0,Parcels under 10 ounces are considered to be basic mail.,Parcels under 11 ounces are considered to be basic mail.,2.0,3.0,gradient,contradiction,neutral,True,entailment
233,Certain-Flip,9992.0,Basic mail also includes some parcels under 11 ounces and some non-standard pieces.,28471.0,Parcels over 11 ounces are considered to be basic mail.,Parcels under 11 ounces are considered to be basic mail.,2.0,3.0,gradient,contradiction,contradiction,False,entailment
234,Uncertain-Flip,9992.0,Basic mail also includes some parcels under 11 ounces and some non-standard pieces.,28472.0,Only parcels under 11 ounces are considered to be basic mail.,Parcels under 11 ounces are considered to be basic mail.,2.0,3.0,gradient,contradiction,contradiction,False,entailment
235,Uncertain-Same,9992.0,Basic mail also includes some parcels under 11 ounces and some non-standard pieces.,28474.0,Parcels under 12 ounces are considered to be basic mail.,Parcels under 11 ounces are considered to be basic mail.,2.0,3.0,gradient,entailment,contradiction,True,entailment
236,Uncertain-Same,10282.0,"It includes a much larger sample size and longer exposure interval, and covers more locations.",52588.0,"The coverage of location includes a much larger sample size, is miniscule.","The coverage of location, exposure, sample size, is miniscule.",2.0,3.0,content-words,contradiction,contradiction,False,contradiction
237,Certain-Flip,10282.0,"It includes a much larger sample size and longer exposure interval, and covers more locations.",52590.0,"The coverage of location, exposure, sample size.","The coverage of location, exposure, sample size, is miniscule.",1.0,3.0,content-words,entailment,neutral,True,contradiction
238,Uncertain-Flip,10282.0,"It includes a much larger sample size and longer exposure interval, and covers more locations.",52600.0,"The coverage of location, exposure, sample size, and interval is extensive.","The coverage of location, exposure, sample size, is miniscule.",2.0,3.0,content-words,entailment,neutral,True,contradiction
239,Uncertain-Flip,10282.0,"It includes a much larger sample size and longer exposure interval, and covers more locations.",52602.0,"The difference in terms of location, exposure, sample size, is miniscule.","The coverage of location, exposure, sample size, is miniscule.",2.0,3.0,content-words,neutral,contradiction,True,contradiction
240,Uncertain-Flip,10598.0,"Vishnu, for example, can be Narayan, floating on the primeval ocean or lying on a bed of snakes.",54487.0,"Vishnu can be many things, but can never be.","Vishnu can be many things, but can never be human.",2.0,3.0,content-words,contradiction,neutral,True,neutral
241,Uncertain-Same,10598.0,"Vishnu, for example, can be Narayan, floating on the primeval ocean or lying on a bed of snakes.",54490.0,"Vishnu can be many things, but can.","Vishnu can be many things, but can never be human.",1.0,3.0,content-words,neutral,neutral,False,neutral
242,Uncertain-Flip,10598.0,"Vishnu, for example, can be Narayan, floating on the primeval ocean or lying on a bed of snakes.",54493.0,"Vishnu can be many things, but can never.","Vishnu can be many things, but can never be human.",2.0,3.0,content-words,contradiction,neutral,True,neutral
243,Certain-Same,10598.0,"Vishnu, for example, can be Narayan, floating on the primeval ocean or lying on a bed of snakes.",54495.0,"Vishnu can be many things, like Narayan, but can never be human.","Vishnu can be many things, but can never be human.",1.0,3.0,content-words,neutral,neutral,False,neutral
244,Uncertain-Flip,10647.0,"Kristine, this is like a parent being asked to name a favorite child.",54802.0,This is like a parent being asked a very specific question,This is like a parent being asked a very funny question,1.0,3.0,content-words,entailment,entailment,False,neutral
245,Uncertain-Same,10647.0,"Kristine, this is like a parent being asked to name a favorite child.",54807.0,This is like a child being asked a very funny question,This is like a parent being asked a very funny question,2.0,3.0,content-words,neutral,contradiction,True,neutral
246,Uncertain-Flip,10647.0,"Kristine, this is like a parent being asked to name a favorite child.",54809.0,This is like a parent being asked a difficult question,This is like a parent being asked a very funny question,2.0,3.0,content-words,entailment,entailment,False,neutral
247,Certain-Flip,10647.0,"Kristine, this is like a parent being asked to name a favorite child.",54812.0,This is like a teacher asking a very funny question,This is like a parent being asked a very funny question,2.0,3.0,content-words,contradiction,contradiction,False,neutral
248,Uncertain-Same,10685.0,but uh i don't i assume you have seen on television recently as probably the whole country has the beating of the man in Los Angeles,30613.0,"you have seen on television recently, we watched the television together this morning.","you have definitely watched television recently, we watched the television together this morning.",1.0,3.0,gradient,contradiction,neutral,True,contradiction
249,Uncertain-Flip,10685.0,but uh i don't i assume you have seen on television recently as probably the whole country has the beating of the man in Los Angeles,30617.0,"you have watched television recently, we watched the television together this morning.","you have definitely watched television recently, we watched the television together this morning.",1.0,3.0,gradient,neutral,neutral,False,contradiction
250,Uncertain-Flip,10692.0,"And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.",5708.0,When he did five to seven copy pastes he felt even more secure than he did the.,When he did five to seven copy pastes he felt even more secure than he did the night before.,1.0,2.0,data-slices,entailment,neutral,True,neutral
251,Uncertain-Same,10692.0,"And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.",5711.0,When he did five to seven copy pastes he felt even more secure than he did the first time.,When he did five to seven copy pastes he felt even more secure than he did the night before.,1.0,2.0,data-slices,neutral,neutral,False,neutral
252,Certain-Same,10692.0,"And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.",5712.0,When he did five to seven copy pastes he felt even more secure than he did the night prior.,When he did five to seven copy pastes he felt even more secure than he did the night before.,1.0,2.0,data-slices,neutral,neutral,False,neutral
253,Uncertain-Flip,10692.0,"And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.",5715.0,When he did five to seven copy pastes he felt even more secure than he did.,When he did five to seven copy pastes he felt even more secure than he did the night before.,1.0,2.0,data-slices,entailment,entailment,False,neutral
254,Uncertain-Same,10692.0,"And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.",30636.0,When he did six to seven copy pastes he felt even more secure than he did the night before.,When he did five to seven copy pastes he felt even more secure than he did the night before.,2.0,3.0,gradient,neutral,neutral,False,neutral
255,Uncertain-Flip,10692.0,"And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.",30638.0,When he did five to seven copy pastes he felt even more secure than he did the.,When he did five to seven copy pastes he felt even more secure than he did the night before.,1.0,3.0,gradient,entailment,neutral,True,neutral
256,Uncertain-Same,10692.0,"And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.",30640.0,When he did five to seven copy pastes he felt even more secure than he did the first time.,When he did five to seven copy pastes he felt even more secure than he did the night before.,2.0,3.0,gradient,neutral,neutral,False,neutral
257,Certain-Same,10692.0,"And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.",30642.0,When he did five to seven copy pastes he felt even more secure than the night before.,When he did five to seven copy pastes he felt even more secure than he did the night before.,1.0,3.0,gradient,neutral,neutral,False,neutral
258,Certain-Same,10692.0,"And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.",55028.0,"When he did five to seven copy edits, he felt even more secure than he did the night before.",When he did five to seven copy pastes he felt even more secure than he did the night before.,2.0,2.0,content-words,neutral,neutral,False,neutral
259,Uncertain-Flip,10692.0,"And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.",55035.0,When he did five to seven copy pastes he felt even more secure than he did.,When he did five to seven copy pastes he felt even more secure than he did the night before.,1.0,2.0,content-words,entailment,entailment,False,neutral
