HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise1,Input.hypothesis1,Input.lang1,Input.score1,Input.premise2,Input.hypothesis2,Input.lang2,Input.score2,Input.premise3,Input.hypothesis3,Input.lang3,Input.score3,Input.premise4,Input.hypothesis4,Input.lang4,Input.score4,Input.premise5,Input.hypothesis5,Input.lang5,Input.score5,Answer.c1.c,Answer.c2.c,Answer.c3.c,Answer.c4.c,Answer.c5.c,Answer.e1.e,Answer.e2.e,Answer.e3.e,Answer.e4.e,Answer.e5.e,Answer.n1.n,Answer.n2.n,Answer.n3.n,Answer.n4.n,Answer.n5.n,Answer.x1.x,Answer.x2.x,Answer.x3.x,Answer.x4.x,Answer.x5.x,label1,label2,label3,label4,label5
31N9JPQXIQK4Y626VZR88O9AC3CNH0,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:52 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:52 PDT 2020,,,3C2NJ6JBKBJ350XI2GT294ZTJPIN2L,A2YRVWNH160P8D,Approved,Tue Apr 21 07:32:14 PDT 2020,Tue Apr 21 07:33:57 PDT 2020,Wed Apr 22 07:33:57 PDT 2020,Wed Apr 22 07:34:44 PDT 2020,,,103,100% (1/1),100% (1/1),100% (1/1),The other two accused members of the group were relieved of their responsibility for the attack.,Two other groups also separately claimed responsibility for the attacks.,cs,1.033429721,"The installation continued in 23rd March 1931: Shaheed (2002), Apne (2007) and Yamla Deewana (211), Yamla Pagla Deewana (2013).","This pairing was repeated in 23rd March 1931: Shaheed (2002), Apne (2007) and Yamla Pagla Deewana (2011).",id,1.059561728,There is a strong prevalence in women.,There is a strong female predominance.,cs,1.064336471,"The aristocracy did not always take part in imperial worship, and some private persons allowed themselves to ridicule the apotheosis of the inept and weak emperors, as in the satire of Apocoloquintose on Emperor Claude, generally attributed to Seneca.","The upper-class did not always take part in the imperial cult, and some privately ridiculed the apotheosis of inept and feeble emperors, as in the satire The Pumpkinification of (the Divine) Claudius, usually attributed to Seneca.",fr,1.064080679,"For Clark, mining was a reasonable extension of his career due to his background in chemistry and geology.","For Clark, mining was a logical extension of his background in chemistry and geology.",id,1.069607943,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n,n,n,c,e
38G0E1M85N7MBXHZXPKY1KSDSEGUVP,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:52 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:52 PDT 2020,,,33PPO7FECWHYU9K72P0R0FUGUHDID9,A267GLM78AMQ75,Approved,Tue Apr 21 07:32:18 PDT 2020,Tue Apr 21 12:13:56 PDT 2020,Wed Apr 22 12:13:56 PDT 2020,Wed Apr 22 12:14:44 PDT 2020,,,16898,100% (12/12),100% (4/4),100% (4/4),"Michael Sthanov, Michael Soyanov, December 14, 1970 -) is an actor from the United States.","Michael Edward Stoyanov (born December 14, 1966) is an American actor.",ja,1.032578058,"In practice, however, this is not a big problem, because this range is sufficient for most tasks.","Regrettably, this is not a simple matter to address, as the issue is multidimensional.",cs,1.021984703,"Based on this affair, Matìjovský was excluded from the representation on 8 April 2009.","On October 18, 2010, Fox-Mellway was voted out of office.",cs,1.020220032,"Even if a crane laugh migrates to London with her husband and children, she migrates to London.",Amfitheatrof moved from London to New York with her husband and two children.,ja,1.023412017,It is a disgusting sight and we cannot sit on our hands any longer!,We still have our destiny in our hands and we're not going to panic.,fr,1.022691228,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,c,n,c,c,n
30U1YOGZGBYK23P9HZP4GX4I7ARSD8,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:52 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:52 PDT 2020,,,3ERET4BTVNBDXEXEQCG1RZQ3V0NK95,A1EK8YNHZHTW1J,Approved,Tue Apr 21 08:45:30 PDT 2020,Tue Apr 21 09:03:09 PDT 2020,Wed Apr 22 09:03:09 PDT 2020,Wed Apr 22 09:03:44 PDT 2020,,,1059,100% (11/11),100% (11/11),100% (11/11),"The source of this extinction is speculated to be the result of human predation, a significant climate change, or a combination of both factors.","This part builds segregation into the action details of the main character complex problems, as well as change in character problems.",id,1.024403681,"Schlick then worked from 1926 to 1930 to finish his Problems of Ethics (Fragen der Ethik), by which he surprised some of his companions by integrating ethics into the viable branches of philosophy.","Between 1926 and 1930, Schlick labored to finish Fragen der Ethik (Problems of Ethics'), in which he surprised some of his fellow Circlists by including ethics as a viable branch of philosophy.",fr,1.084178686,Jenny becomes attached to Jack and it is later discovered that Jenny's son Tom died after drowning in a paddling pool and he was the same age as Jack.,"After John was buried, three years have passed and Jack's mother has also died.",de,1.020896068,"The theme of the international conference is ""Cultural Domination and Alternatives to Colonisation"".","Paper Presentation ""Colonality and Cultural Identity.""",fr,1.027047665,The pomerium or pomoerium was a religious boundary around the city of Rome and cities controlled by Rome.,Pomerium or pomoerium is a religious boundary around the Roman cities and cities.,id,1.093022775,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n,n,c,n,n
3Y7LTZE0YUO3KHM9YM91MQ59GPMUZP,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,3C8HJ7UOP8WNTTFUFMNGJ0K0Z87MZS,A248LF7KKHXZ14,Approved,Tue Apr 21 07:33:20 PDT 2020,Tue Apr 21 12:29:26 PDT 2020,Wed Apr 22 12:29:26 PDT 2020,Wed Apr 22 12:29:44 PDT 2020,,,17766,100% (5/5),100% (5/5),100% (5/5),"The fictional island of St. Gregory serves as a stand-in for the real-life islands Guernsey and Jersey, and the story is compiled from the events on both islands.","The action takes place on a fictional island of St. Gregory, but it repeats events in Jersey and Guernsey.",fr,1.025467403,It was later found to be an act of genocide by the International Court of Justice.,This act was said to be an act of genocide by the International Court.,id,1.057168526,"On the other hand, some were forgotten by critics, such as Concha Méndez-Cuesta, poet and theatre writer, Juan Larrea, Mauricio Bacarisse, Juan José Domenchina, José María Hinojosa, José Bergamín and Juan Gil-Albert.","Others have been forgotten by the critics, such as Juan Larrea, Pepe Alameda, Mauricio Bacarisse, Juan José Domenchina, José María Hinojosa, José Bergamín or Juan Gil-Albert.",fr,1.039824255,In 1997 he transferred to Pilsen.,"In 1997, he starred in Canısı.",cs,1.026134517,Bathsheba realizes how blind and stupid she was and pretends to be him.,Bhushan saves her but she loses her vision and becomes blind.,cs,1.022592271,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n,e,e,n,n
3LCXHSGDLU8PU939DU0OMFM37MSSE1,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:52 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:52 PDT 2020,,,30BXRYBRP5ZX7K9ED2NWSRIM1K4HWO,A3DUPRZSMU9W5R,Approved,Tue Apr 21 07:32:13 PDT 2020,Tue Apr 21 07:35:39 PDT 2020,Wed Apr 22 07:35:39 PDT 2020,Wed Apr 22 07:35:44 PDT 2020,,,206,100% (1/1),100% (1/1),100% (1/1),"In addition, the library has an extensive collection of materials relating to Asian culture (Australian Buddhist Library Collection etc.).","In Australia, a number of institutions offer degrees accepted by the ALIA (Australian Library and Information Association).",cs,1.021699318,"He was born in Wales, later moving to Scotland.","Born in Libya, he soon moved to Wales.",cs,1.027262768,It supports optical character recognition (OCR) of text documents..,Allows optical character recognition (OCR).,cs,1.025148867,The moment of inertia depends on the mass distribution in relation to the axis of rotation.,Its size depends on assumptions about mass distribution and three-dimensional structure.,de,1.023602249,"Since then, the demographic growth has continued at a steady pace.",The population growth continued at a slow pace after that.,ja,1.020654953,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,c,c,e,e,n
3FJ2RVH2508FUEVUB45W3J8OIVE29Z,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,3TYCR1GOTDL3NBX9FAM1JN5BZ5PZLF,A397K04YEICKVH,Approved,Tue Apr 21 18:31:26 PDT 2020,Tue Apr 21 20:28:57 PDT 2020,Wed Apr 22 20:28:57 PDT 2020,Wed Apr 22 20:29:44 PDT 2020,,,7051,100% (40/40),100% (40/40),100% (17/17),"Author Jacob M. Apple's short edit of Einstein's Beach House, for the most part, is playing an imaginary Eastpoint.","Jacob M. Appel's short story collection, Einstein's Beach House, is largely set in a fictionalized Eastpointe.",ja,1.052781438,"Originally intending to pursue rock music in a band, Sung-kyu instead became a trainee for the dance group Infinite, of which he would later assume the positions of leader and main vocalist.","At first intending to pursue rock music in a band, Sung-kyu became a trainee for the Infinite dance group, which he will then take position as lead and lead singer.",id,1.085880721,The formation of gallbladder and ductus cysticus from part pars cystica.,"It produced a two-seater, side-by-side cyclecar.",cs,1.023538756,"The origin of a fortress, built in 303 B.C., by the name of Dura by the Seleucia Empire at the crossroads of trade routes east-west and trade routes down the Euphrates River.","Originally a fortress, it was founded in 303 BC with the name Dura by Seleucus I Nicator on the intersection of an east-west trade route and the trade route along the Euphrates.",id,1.05500524,Kida is also from Kyoto School and has a teacher's license.,Pratt has also spent time as a consultant to Kyoto University.,ja,1.024467946,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,e,c,c,c
3TC2K6WK9H4FG9CK6CZI3NDDYPW28A,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:52 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:52 PDT 2020,,,32Q90QCQ1TNUSAOVYNWNJDREMX3KEF,A3L5WFQBZ3ER8T,Approved,Tue Apr 21 07:32:01 PDT 2020,Tue Apr 21 09:58:09 PDT 2020,Wed Apr 22 09:58:09 PDT 2020,Wed Apr 22 09:58:44 PDT 2020,,,8768,100% (2/2),100% (2/2),100% (2/2),The railways used by Metro North Railroads and Amtrails are passing through the city.,"A rail line, used by Metro-North Railroad and Amtrak, runs through West Haven.",ja,1.036384741,"After Michael spends a few soul-destroying weeks in isolation at the house with virtually no contact from his family, apart from the rare text message from Jimmy.","A year ago, even though I delivered $50,000 for my ransom, Jen didn't come home all at once and instead only received a letter from Jen.",ja,1.025430578,"Between 1844 and 1847, Nerval traveled to Belgium, the Netherlands, to London, producing a significant amount of travel writing.","Between 1844 and 1847, Nerval traveled in Belgium, Holland, London, and wrote his expeditions and impressions.",ja,1.025949841,But the serum didn't work on Tris and Four.,This however only served to make Trevor ill.,ja,1.021174421,"It contains small amounts of cum acid, but it has more sugar, so it tastes sweet.","Although soju is often compared to vodka, it has a sweet taste due to added sugar.",ja,1.031175572,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c,n,c,n,e
35NNO802AWY4U1DQ1H9T80APCGRNIT,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:53 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:53 PDT 2020,,,3XUHV3NRVL03U1UUH10N2R59HN0H57,A1PAY3X73PQ16S,Approved,Tue Apr 21 07:31:54 PDT 2020,Tue Apr 21 07:33:46 PDT 2020,Wed Apr 22 07:33:46 PDT 2020,Wed Apr 22 07:34:44 PDT 2020,,,112,100% (44/44),100% (44/44),100% (43/43),"The current literary director is Dr Neil Jones, who succeeded Sir John Baker in this role in 2011.","The original concept of this episode came from Tom Kenny, who wrote his song in 2009.",id,1.02082202,The first show was the cult film Wolf of Wall Street.,Next McFarland produced The Wolf of Wall Street.,cs,1.030981455,"However, Wahid failed to account for the money.","However, Waite did not provide the source.",id,1.028295071,"Saint Simeon Stylites the Younger (Arabic: مار سمعان العمودي الأصغر mār semʻān l-ʻamūdī l-asghar) (521 – May 24, 592) is a saint in the Eastern Orthodox Church and Catholic Churches of Eastern and Latin Rites.",Simeon Stylite the Young (circa 521 in Antioch - 597 in Antioch) is a saint of the Orthodox Church and Eastern Catholic Churches as well as the Latin rite Church.,fr,1.032774987,The following year he was assigned to explore a route for telegraph poles via Seaview Range to Cardwell.,Then the Government asked him to mark a road from Cardwell over the Main Range.,de,1.025790317,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n,n,n,n,n
3SMIWMMK627ZQMH4NZPUNMBRZNIUWZ,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:52 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:52 PDT 2020,,,3JZQSN0I3RCHW2S837VE33KLRH1FGP,A382OPA6G1896W,Approved,Tue Apr 21 07:32:17 PDT 2020,Tue Apr 21 07:32:44 PDT 2020,Wed Apr 22 07:32:44 PDT 2020,Wed Apr 22 07:33:44 PDT 2020,,,27,100% (1/1),100% (1/1),100% (1/1),"The Greeks successfully stopped two Persian invasions, the first at the Battle of Marathon, where the Persians were led by Darius the Great, and the second at the Battle of Salamis, a naval battle where the Greek ships were deployed by orders of Themistocles and the Persians were under Xerxes I, and the land engagement of the Battle of Plataea.","In the first Persian invasion of Greece, he was suspected of fighting at the Battle of Marathon, in the second Persian invasion of Greece, he led the Greek navy and thanks to his strategy, the Greek navy could defeat the Persian navy at the Battle of Salamis.",id,1.023667965,In 1976 he became assistant editor at Sky and Telescope magazine.,In 1976 he was an editorial assistant of a campus magazine.,de,1.02615979,Jean Harris was presented a number of awards for the works she did.,Jean Carmet received several awards for his artistic work.,de,1.024325371,The Moscow invasion of 1655 to 1660 destroyed the building and left it in ruins for several centuries.,The building fell in ruin after the Muscovite invasion 1655–60 and remained mostly neglected for centuries.,ja,1.0461315,Trying to get higher and find your function becomes natural and is stored in a habit.,To secure grace it is essential that the head should be carried naturally and erect.,cs,1.023207687,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,x,e,n,c,n
3GMLHYZ0LFZ3FRC4207I8JW7AVIUYY,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,3TXWC2NHN0SBLXAMVLP3ILHDCU09SB,A1M0W2O7H3RW7B,Approved,Tue Apr 21 07:32:13 PDT 2020,Tue Apr 21 09:48:48 PDT 2020,Wed Apr 22 09:48:48 PDT 2020,Wed Apr 22 09:49:44 PDT 2020,,,8195,100% (3/3),100% (3/3),100% (3/3),I play guitar and play tennis.,She plays volleyball and tennis.,ja,1.025614184,"Mizse and the Cuman Nicholas, who was the brother of Ladislaus's Cuman lover, took vengeance for Ladislaus's death, slaughtering the murderers.","Mije and Ada's brother, Kuman's Michaels, murdered the assassins in retaliation for Raslaw's death.",ja,1.020963922,"The arrival was documented in a letter dated April 6, 1764, from Governor D'Abbadie to his superior in France.","This arrival was written on April 6th, 1764 by the French governor, Daddy.",ja,1.058172738,This special access to God is available only to these intermediaries or prophets and not to any other human beings.,"Love only applies to God, not to his Prophet and no other religious symbols.",de,1.035902572,Its central surface is veined and papillate.,Its surface is marbled and chapelerated.,fr,1.035165141,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c,n,e,n,c
3IJ95K7NDYEQYA7VBT9QNOX9X3ZNG1,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:52 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:52 PDT 2020,,,3BGYGHDBBYM7GE8PGXVIHGWV8UR229,A2LZSELECGE94T,Approved,Tue Apr 21 07:32:16 PDT 2020,Tue Apr 21 08:04:03 PDT 2020,Wed Apr 22 08:04:03 PDT 2020,Wed Apr 22 08:04:44 PDT 2020,,,1907,100% (1/1),100% (1/1),100% (1/1),Hardware reviews were notable for including coverage of the large number of home microcomputers released during the early 1980s.,The equipment criticisms were notable covering a large number of microcomputers released in the early 1980s.,fr,1.046844525,"With Karl Landsteiner, he isolated the polio virus in 1909, definitively establishing the origin of the disease, and in the following months, together with Landsteiner, he succeeded in detecting the presence of the virus in tissues other than nervous tissues.","With Karl Landsteiner, he discovered in 1909 the presence of the polio virus in tissues other than nervous.",fr,1.034363062,"Consequently, the title devolved to the agnatic male descendants of Karl Aloys zu Fürstenberg.",In this fight for Liptingen Karl Aloys also fell to Fürstenberg.,de,1.022058346,"This island is about half a mile from the center of the city and can be reached by using ocean transport like a ship, through the port of the estuary in about 45 minutes and from the waterud bunuus dock in about 35 minutes.","The island is located about a half mile from the center of Padang and can be achieved using marine transportation such as ships, approximately 35 minutes from port of Muara Padang. (in English) Best destinations of 2010",id,1.027752391,The Satellite Award for Best Actress in a Motion Picture is one of the annual awards given by the International Press Academy.,Satellite Award for Best Actress in a Movie is one of the annual awards given by the International Press Academy.,id,1.039615356,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n,n,x,n,e
3MJ9GGZYO48TZX5Z3AJWZEJ8ODW2AE,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,3EJPLAJKENIL4QU2S6GZU4NE98S6Z2,A267GLM78AMQ75,Approved,Tue Apr 21 07:32:13 PDT 2020,Tue Apr 21 09:48:14 PDT 2020,Wed Apr 22 09:48:14 PDT 2020,Wed Apr 22 09:48:44 PDT 2020,,,8161,100% (12/12),100% (4/4),100% (4/4),"He published Caroli Linnaei entomologia in 1789, where he collected the entomological descriptions of Carl von Linné (1707-1778).","He published Caroli Linnaei entomologia, in 1789, a collection of the insect descriptions of Carl von Linné.",fr,1.042461688,"He also studied literature hard, especially the style of Thukydid, and listened to the talk of Plato, who was considered a great master of style.","He also directed animation for an educational film called Splash: The Mysteries of Vernal Pools which has been seen by over 10,000 school children.",cs,1.023892237,"Little Caesars was among the first to use a new kind of speed-cooking conveyor oven, the ""Rotary Air Impingement Oven"".","The world's first rotating air cable, ""Lottel Rotaur"", runs between the final section.",ja,1.02023376,"A short time later, SD v1.01 was released.","Shortly thereafter, SD v1.01 was released.",ja,1.070241918,Other possible causes include the effects from an increase in insulin production.,Other causes include effects that increase insulin productivity.,cs,1.097833302,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,c,c,e,e
3CMIQF80GOS94EVHF8SLFRFP80JQ6P,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,358UUM7WR05V6ZMG1ZREEFLBV3X7RF,AUZNPN9K203UD,Approved,Tue Apr 21 11:42:31 PDT 2020,Tue Apr 21 11:49:48 PDT 2020,Wed Apr 22 11:49:48 PDT 2020,Wed Apr 22 11:50:44 PDT 2020,,,437,100% (112/112),100% (53/53),100% (17/17),"In addition, an analogue train radio was installed to ensure uninterrupted contact with the train (the new GSM-R system had only been tested up to 350 km/h).",There was also a new clock that accompanied the new look which used GNAT (Generated Network Analogue Time).,de,1.023159514,"In August 1932, Chancellor Franz von Papen offered Hitler a position as vice chancellor on the initiative of President Hindenburg Hitler, which Hitler refused because he would have ""played second violin"" in the government.","In August 1932, Hitler was offered the job of Vice-Chancellor of Germany by then Chancellor Franz von Papen at the behest of President Paul von Hindenburg, but he refused.",cs,1.02374658,I spent three seasons in the heat.,He spent three seasons in the NASL.,ja,1.026270814,Treasured Temple: As well as the top.,Big Brother: Over The Top.,ja,1.032050319,"However, it's surprising that he's shy, and he's a family man.","He's also, suddenly, rather family-friendly.",ja,1.058755302,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c,e,c,c,c
3IVKZBIBJ1B1EJUB3V8U7IJGZ2KSHH,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,338JKRMM2710076BCXR4A2LV911HAD,A397K04YEICKVH,Approved,Tue Apr 21 12:32:22 PDT 2020,Tue Apr 21 13:07:25 PDT 2020,Wed Apr 22 13:07:25 PDT 2020,Wed Apr 22 13:07:44 PDT 2020,,,2103,100% (40/40),100% (40/40),100% (17/17),"If they had celebrated destruction on the debut album, they would now stand at the abyss and look dismayed into nothingness.","After dark while on the surface, recharging, she sighted a destroyer and attempted to slip away undetected.",de,1.020450053,The Act gave it the objective of strengthening national cohesion and social diversity.,Our key mandate is nation-building and social cohesion.,fr,1.036972697,"‹ The template Infobox settlement is being considered for merging. › Marcinków is a village in the administrative district of Gmina Wąchock, within Starachowice County, Świętokrzyskie Voivodeship, in south-central Poland.","For another understanding please see Krynki Krynki is a village in Brody's destitution, powiat Starachowice, province of Krzy, Poland.",id,1.024289252,"Sri Owen now lives in the Wimbledon region of London, England.","It is headquartered in Wimbledon, London, England.",id,1.028328972,"A fibula (/ˈfɪbjʊlə/, plural fibulae /ˈfɪbjʊli/) is a brooch or pin for fastening garments.",Fibula is a brooch or pin to decorate the garment.,id,1.054619873,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,c,c,c,c,n
351S7I5UGAY0PCXWJZUTK1PPPVGNJ5,3EOS91U1V0D88JCHV1V3N9X72E7YB1,What is the relation between the two sentences?,"Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic",$0.75,Tue Apr 21 07:31:54 PDT 2020,1,BatchId:4003249;OriginalHitTemplateId:928390905;,18000,86400,Tue Apr 28 07:31:54 PDT 2020,,,3T111IHZ5FSZKIA9GWPYSBCHQSH9RN,A2MCNGY62MPRI5,Approved,Tue Apr 21 07:32:12 PDT 2020,Tue Apr 21 07:53:15 PDT 2020,Wed Apr 22 07:53:15 PDT 2020,Wed Apr 22 07:53:44 PDT 2020,,,1263,100% (6/6),100% (6/6),100% (6/6),"Most of the water drains include a centimate tank system, which helps reduce debris or sedimentation.","Most aqueduct systems included sedimentation tanks, which helped reduce any water-borne debris.",id,1.030702121,There are currently 14 teachers at Owen high school with the honor of having a National Board Certification.,"Currently, 1st State High School of the National School of Satan.",id,1.035775347,It was where he met Aleksander Labuda for the first time.,This is where Siddhartha met Vasudeva for the first time.,id,1.025152217,"Foreign reviewers also gave the film generally positive reviews; Duane Byrge of The Hollywood Reporter called it a ""Warm story from frigid Norway"".","Duane Byrge of The Hollywood Reporter called the film a ""warm story from cool Norway.""",de,1.032663484,"It is worth its weight of gold."" The promotion is approved in September, but actually dated July 1st as a reward for its prowess in Booneville.","The promotion was approved in September, but dated effective July 1 as a reward for his actions at Booneville.",fr,1.10976652,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e,e,e,n,e
