,Unnamed: 0,review-num,sentence-num,pred-model,fill-model,original,mask-filled,token_changes,n_gram,Word2Vec-Score,Bert-Score,gold-label,fill_prob,orig-label,new-label,orig-label-prob,new-label-prob,label-changed,label-prob-diff
9342,9342,33,16,imdb-BaseBert,BaseBart,"(Someone said something about seeing land a ""week"" at one point, but I think that was when they were already en route.)","(Someone said something about seeing land a ""week"" at one point, but I'm guessing that was when they were already en route.)","('think', ""I'm guessing"")",1,0.9983410578523384,0.9920119047164916,0,-0.1083797737956047,1,0,0.73,0.48,True,0.25
9343,9343,33,16,imdb-BaseBert,BaseBart,"(Someone said something about seeing land a ""week"" at one point, but I think that was when they were already en route.)","(Someone said something about seeing land a ""week"" at one point, but I'm guessing that was when they were already en route.)","('I think', ""I'm guessing"")",2,0.9983410578523384,0.9920119047164916,0,-0.12521831691265106,1,0,0.73,0.48,True,0.25
9349,9349,33,16,imdb-BaseBert,BaseBart,"(Someone said something about seeing land a ""week"" at one point, but I think that was when they were already en route.)","(Someone said something about seeing land a ""week"" at one point, but I think that was when they were already filming.)","('en route', 'filming.)')",2,0.9925451974099109,0.9778850674629213,0,-0.1850896030664444,1,0,0.73,0.36,True,0.37
9351,9351,33,16,imdb-BaseBert,BaseBart,"(Someone said something about seeing land a ""week"" at one point, but I think that was when they were already en route.)","(Someone said something about seeing land a ""week"" at one point, but I think that was when they were filming.)","('already en route', 'filming.)')",3,0.9919580313377209,0.9684244394302368,0,-0.1877278834581375,1,0,0.73,0.48,True,0.25
9384,9384,33,18,imdb-BaseBert,BaseBart,"The only scene I really liked was when the boat, filled with passengers, left the dock.","The one scene I really liked was when the boat, filled with passengers, left the dock.","('only', 'one')",1,0.9987918852464209,0.987946391105652,0,-0.07181619852781296,0,1,0.99,0.01,True,0.98
9385,9385,33,18,imdb-BaseBert,BaseBart,"The only scene I really liked was when the boat, filled with passengers, left the dock.","One scene I really liked was when the boat, filled with passengers, left the dock.","('The only', 'One')",2,0.9977562602739364,0.9856151342391968,0,-0.05241559073328972,0,1,0.99,0.01,True,0.98
9388,9388,33,18,imdb-BaseBert,BaseBart,"The only scene I really liked was when the boat, filled with passengers, left the dock.","What I really liked was when the boat, filled with passengers, left the dock.","('The only scene', 'What')",3,0.9934318322885586,0.9728767275810242,0,-0.0848408117890358,0,1,0.99,0.05,True,0.94
9393,9393,33,18,imdb-BaseBert,BaseBart,"The only scene I really liked was when the boat, filled with passengers, left the dock.","What I really liked was when the boat, filled with passengers, left the dock.","('The only scene', 'What')",3,0.9934318322885586,0.9728767275810242,0,-0.0848408117890358,0,1,0.99,0.05,True,0.94
9539,9539,34,2,imdb-BaseBert,BaseBart,There was always someone there that would have a good story to tell that involved the woods that surrounded us,There was always someone there that would have a good story that involved the woods that surrounded us,"('story to tell', 'story')",3,0.9975041904792046,0.9844245314598083,0,-0.22355155646800995,1,0,0.65,0.33,True,0.32
9543,9543,34,2,imdb-BaseBert,BaseBart,There was always someone there that would have a good story to tell that involved the woods that surrounded us,There was always someone there that would have a good story that involved the woods that surrounded us,"('story to tell', 'story')",3,0.9975041904792046,0.9844245314598083,0,-0.22355155646800995,1,0,0.65,0.33,True,0.32
9544,9544,34,2,imdb-BaseBert,BaseBart,There was always someone there that would have a good story to tell that involved the woods that surrounded us,There was always someone there that would have a good story that involved the woods that surrounded us,"('to tell that', 'that')",3,0.9975041904792046,0.9844245314598083,0,-0.13477198779582975,1,0,0.65,0.33,True,0.32
9569,9569,34,3,imdb-BaseBert,BaseBart,and they would always creep me out.,and they kicked me out.,"('would always creep', 'kicked')",3,0.9465261046786602,0.9155529737472534,0,-0.40111568570137024,1,0,0.96,0.47,True,0.49
9571,9571,34,3,imdb-BaseBert,BaseBart,and they would always creep me out.,and they would freak me out.,"('always creep', 'freak')",2,0.9739389008133836,0.9713401198387146,0,-0.3649825751781464,1,0,0.96,0.07,True,0.8899999999999999
9573,9573,34,3,imdb-BaseBert,BaseBart,and they would always creep me out.,and they kicked me out.,"('would always creep', 'kicked')",3,0.9465261046786602,0.9155529737472534,0,-0.40111568570137024,1,0,0.96,0.47,True,0.49
9632,9632,34,8,imdb-BaseBert,BaseBart,"Well, it seems the local rednecks were actually hunting this particular deer and are pretty upset at our city folk.","Well, it seems the local rednecks were actually hunting this particular deer and are pretty fond of our city folk.","('upset at', 'fond of')",2,0.9916862279382141,0.9741800427436828,0,-0.15529847145080564,0,1,0.94,0.45,True,0.48999999999999994
9661,9661,34,9,imdb-BaseBert,BaseBart,The movie spends far too much time following the families everyday activities instead of getting to the point of the film.,The movie spends far more time following the families everyday activities instead of getting to the point of the film.,"('too much', 'more')",2,0.997149854154765,0.990114450454712,0,-0.12544746696949005,0,1,0.99,0.3,True,0.69
9716,9716,34,10,imdb-BaseBert,BaseBart,"It wasn't until about the last 15 minutes that we actually have some action involving the ""wendigo.","It wasn't until about the next 10 minutes that we actually have some action involving the ""wendigo.","('last 15', 'next 10')",2,0.9976504356066734,0.9898896217346193,0,-0.1367795467376709,1,0,0.66,0.46,True,0.2
9747,9747,34,11,imdb-BaseBert,BaseBart,""" My suggestion is that you stay very far away this film.",""" My suggestion is to look very far away this film.","('that you stay', 'to look')",3,0.9885120481157038,0.9571837186813354,0,-0.31052738428115845,1,0,0.79,0.31,True,0.48000000000000004
9749,9749,34,11,imdb-BaseBert,BaseBart,""" My suggestion is that you stay very far away this film.",""" My suggestion is that you give away this film.","('stay very far', 'give')",3,0.9821029218575844,0.9310737252235411,0,-0.12842099368572235,1,0,0.79,0.16,True,0.63
9754,9754,34,11,imdb-BaseBert,BaseBart,""" My suggestion is that you stay very far away this film.",""" My suggestion is that you stay very far away.""","('this film.', 'away.""')",3,0.9793428939097684,0.9438832402229308,0,-0.2057250142097473,1,0,0.79,0.5,True,0.29000000000000004
9761,9761,34,12,imdb-BaseBert,BaseBart,It will leave you wanting your hour and a half back.,It's like wanting your hour and a half back.,"('will leave you', ""It's like"")",3,0.9775904613530572,0.9332138299942015,0,-0.19148798286914825,1,0,0.96,0.08,True,0.88
9766,9766,34,12,imdb-BaseBert,BaseBart,It will leave you wanting your hour and a half back.,It's like wanting your hour and a half back.,"('will leave you', ""It's like"")",3,0.9775904613530572,0.9332138299942015,0,-0.19148798286914825,1,0,0.96,0.08,True,0.88
9828,9828,35,1,imdb-BaseBert,BaseBart,Jones physical likeness to Jones is uncanny and the story is acted out chillingly.,"Jones physical likeness to Jones is not shown, and the story is acted out chillingly.","('uncanny', 'not shown,')",1,0.9765589374629052,0.9671043157577516,1,-0.3727593719959259,1,0,1.0,0.03,True,0.97
9959,9959,36,2,imdb-BaseBert,BaseBart,I couldn't agree more.,I want more.,"(""couldn't agree"", 'want')",3,0.9467019920144534,0.8738957047462463,1,-0.5217862129211426,0,1,0.75,0.16,True,0.59
9963,9963,36,2,imdb-BaseBert,BaseBart,I couldn't agree more.,I want more.,"(""couldn't agree"", 'want')",3,0.9467019920144534,0.8738957047462463,1,-0.5217862129211426,0,1,0.75,0.16,True,0.59
10078,10078,37,0,imdb-BaseBert,BaseBart,As myself and my other half are big fans of trash horror,As myself and my other half in the world of trash horror,"('are big fans', 'in the world')",3,0.9612847365517352,0.939961552619934,0,-0.4351113438606262,0,1,0.98,0.13,True,0.85
10083,10083,37,0,imdb-BaseBert,BaseBart,As myself and my other half are big fans of trash horror,As myself and my other half in the world of trash horror,"('are big fans', 'in the world')",3,0.9612847365517352,0.939961552619934,0,-0.4351113438606262,0,1,0.98,0.13,True,0.85
10088,10088,37,0,imdb-BaseBert,BaseBart,As myself and my other half are big fans of trash horror,As myself and my other half are big fans of:,"('trash horror', 'of:')",2,0.967412118867764,0.952877163887024,0,-0.3330141007900238,0,1,0.98,0.1,True,0.88
10090,10090,37,0,imdb-BaseBert,BaseBart,As myself and my other half are big fans of trash horror,As myself and my other half are big fans.,"('of trash horror', 'fans.')",3,0.9679081833808454,0.9600722789764404,0,-0.2718315124511719,0,1,0.98,0.03,True,0.95
10091,10091,37,0,imdb-BaseBert,BaseBart,As myself and my other half are big fans of trash horror,As myself and my other half are big fans of:,"('trash horror', 'of:')",3,0.967412118867764,0.952877163887024,0,-0.3330141007900238,0,1,0.98,0.1,True,0.88
10093,10093,37,0,imdb-BaseBert,BaseBart,As myself and my other half are big fans of trash horror,As myself and my other half are big fans of:,"('trash horror', 'of:')",2,0.967412118867764,0.952877163887024,0,-0.3330141007900238,0,1,0.98,0.1,True,0.88
10095,10095,37,0,imdb-BaseBert,BaseBart,As myself and my other half are big fans of trash horror,As myself and my other half are big fans.,"('of trash horror', 'fans.')",3,0.9679081833808454,0.9600722789764404,0,-0.2718315124511719,0,1,0.98,0.03,True,0.95
10096,10096,37,0,imdb-BaseBert,BaseBart,As myself and my other half are big fans of trash horror,As myself and my other half are big fans of:,"('trash horror', 'of:')",3,0.967412118867764,0.952877163887024,0,-0.3330141007900238,0,1,0.98,0.1,True,0.88
10235,10235,37,6,imdb-BaseBert,BaseBart,"No story line, weird flashbacks that make no sense and",No more weird flashbacks that make no sense and,"('story line,', 'more')",3,0.9718948642214128,0.94041645526886,0,-0.3302040696144104,0,1,1.0,0.26,True,0.74
10240,10240,37,6,imdb-BaseBert,BaseBart,"No story line, weird flashbacks that make no sense and",No more weird flashbacks that make no sense and,"('story line,', 'more')",3,0.9718948642214128,0.94041645526886,0,-0.3302040696144104,0,1,1.0,0.26,True,0.74
10276,10276,37,7,imdb-BaseBert,BaseBart,"terrible script!""you broke my tooth!""","terrible tooth!""","('script!""you broke my', '')",3,0.9332877407274224,0.8936752676963806,0,-0.3000232875347137,0,1,1.0,0.39,True,0.61
10369,10369,38,2,imdb-BaseBert,BaseBart,"So, I ended up spending the weeks watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","So, if I end up spending the weeks watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","('I ended', 'if I end')",2,0.9981104163467552,0.9639652967453004,1,-0.03177548944950104,1,0,0.9,0.29,True,0.6100000000000001
10371,10371,38,2,imdb-BaseBert,BaseBart,"So, I ended up spending the weeks watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","So if I end up spending the weeks watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","(', I ended', 'So if I end')",3,0.996632884830591,0.9628306031227112,1,-0.052668876945972436,1,0,0.9,0.16,True,0.74
10376,10376,38,2,imdb-BaseBert,BaseBart,"So, I ended up spending the weeks watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","So, I ended up spending two weeks watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","('spending the', 'spending two')",2,0.99867676471397,0.9904239773750304,1,-0.10042645782232283,1,0,0.9,0.31,True,0.5900000000000001
10378,10378,38,2,imdb-BaseBert,BaseBart,"So, I ended up spending the weeks watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","So, I ended up spending two weeks watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","('up spending the', 'up spending two')",3,0.99867676471397,0.9904239773750304,1,-0.0880349650979042,1,0,0.9,0.31,True,0.5900000000000001
10379,10379,38,2,imdb-BaseBert,BaseBart,"So, I ended up spending the weeks watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","So, I ended up watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","('spending the weeks', '')",3,0.995290770757,0.9872917532920836,1,-0.07756893336772919,1,0,0.9,0.12,True,0.78
10380,10380,38,2,imdb-BaseBert,BaseBart,"So, I ended up spending the weeks watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","So, I ended up spending the entire day watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","('weeks', 'entire day')",1,0.9976318793641329,0.9867318868637084,1,-0.11911966651678085,1,0,0.9,0.03,True,0.87
10383,10383,38,2,imdb-BaseBert,BaseBart,"So, I ended up spending the weeks watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","So, I ended up watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","('spending the weeks', '')",3,0.995290770757,0.9872917532920836,1,-0.07756893336772919,1,0,0.9,0.12,True,0.78
10385,10385,38,2,imdb-BaseBert,BaseBart,"So, I ended up spending the weeks watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","So, I ended up spending the rest of my life doing all of them repeatedly, I will be quite embarrassed to mention how many times exactly.","('weeks watching both', 'rest of my life doing all')",3,0.9922394535378148,0.9575268626213074,1,-0.23169177770614624,1,0,0.9,0.28,True,0.62
10388,10388,38,2,imdb-BaseBert,BaseBart,"So, I ended up spending the weeks watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","So, I ended up spending the weeks doing all of them repeatedly, I will be quite embarrassed to mention how many times exactly.","('watching both', 'doing all')",2,0.9974600088036142,0.9792884588241576,1,-0.21929313242435453,1,0,0.9,0.13,True,0.77
10390,10390,38,2,imdb-BaseBert,BaseBart,"So, I ended up spending the weeks watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","So, I ended up spending the rest of my life doing all of them repeatedly, I will be quite embarrassed to mention how many times exactly.","('weeks watching both', 'rest of my life doing all')",3,0.9922394535378148,0.9575268626213074,1,-0.23169177770614624,1,0,0.9,0.28,True,0.62
10391,10391,38,2,imdb-BaseBert,BaseBart,"So, I ended up spending the weeks watching both of them repeatedly, I will be quite embarrassed to mention how many times exactly.","So, I ended up spending the weeks writing about them repeatedly, I will be quite embarrassed to mention how many times exactly.","('watching both of', 'writing about')",3,0.9946437370052086,0.9750095009803772,1,-0.17627377808094025,1,0,0.9,0.14,True,0.76
10548,10548,39,1,imdb-BaseBert,BaseBart,None of the characters are really likable; I was _,All of the characters are really likable; I was _,"('None', 'All')",1,0.9925596924102444,0.9954966902732848,0,-0.15223762392997742,0,1,1.0,0.0,True,1.0
10550,10550,39,1,imdb-BaseBert,BaseBart,None of the characters are really likable; I was _,All the characters are really likable; I was _,"('None of', 'All')",2,0.9902345587721796,0.9749743342399596,0,-0.19403046369552607,0,1,1.0,0.0,True,1.0
10553,10553,39,1,imdb-BaseBert,BaseBart,None of the characters are really likable; I was _,The characters are really likable; I was _,"('None of the', 'The')",3,0.9885969256971736,0.9786054491996764,0,-0.19379392266273496,0,1,1.0,0.0,True,1.0
10572,10572,39,2,imdb-BaseBert,BaseBart,so_ glad when Kristofferson's Ferrari went over that hill and crashed.,so_bad when Kristofferson's Ferrari went over that hill and crashed.,"('glad', 'so_bad')",1,0.970239571995468,0.9698262810707092,0,-0.32370173931121826,1,0,1.0,0.01,True,0.99
10574,10574,39,2,imdb-BaseBert,BaseBart,so_ glad when Kristofferson's Ferrari went over that hill and crashed.,so_bad. Kristofferson's Ferrari went over that hill and crashed.,"('glad when', 'so_bad.')",2,0.9630273075321012,0.94424569606781,0,-0.3108324408531189,1,0,1.0,0.0,True,1.0
10577,10577,39,2,imdb-BaseBert,BaseBart,so_ glad when Kristofferson's Ferrari went over that hill and crashed.,so_the_driver's Ferrari went over that hill and crashed.,"('glad when Kristofferson', ""so_the_driver's"")",3,0.9484397442893394,0.9160980582237244,0,-0.5089436769485474,1,0,1.0,0.11,True,0.89
10601,10601,39,3,imdb-BaseBert,BaseBart,"If you want to see a good movie about rock and roll stardom, try _","If you're looking for a good movie about rock and roll stardom, try _","('want to see', ""you're looking for"")",3,0.9863496612314744,0.9787364602088928,0,-0.131146177649498,1,0,0.69,0.29,True,0.39999999999999997
10602,10602,39,3,imdb-BaseBert,BaseBart,"If you want to see a good movie about rock and roll stardom, try _","If you want to watch a good movie about rock and roll stardom, try _","('see', 'watch')",1,0.9947162607927859,0.996009647846222,0,-0.08114945888519287,1,0,0.69,0.41,True,0.27999999999999997
10603,10603,39,3,imdb-BaseBert,BaseBart,"If you want to see a good movie about rock and roll stardom, try _","If you want to watch a good movie about rock and roll stardom, try _","('to see', 'to watch')",2,0.9947162607927859,0.996009647846222,0,-0.07151108235120772,1,0,0.69,0.41,True,0.27999999999999997
10604,10604,39,3,imdb-BaseBert,BaseBart,"If you want to see a good movie about rock and roll stardom, try _","If you want to watch a good movie about rock and roll stardom, try _","('see a', 'watch a')",2,0.9947162607927859,0.996009647846222,0,-0.06782263517379761,1,0,0.69,0.41,True,0.27999999999999997
10605,10605,39,3,imdb-BaseBert,BaseBart,"If you want to see a good movie about rock and roll stardom, try _","If you're looking for a good movie about rock and roll stardom, try _","('want to see', ""you're looking for"")",3,0.9863496612314744,0.9787364602088928,0,-0.131146177649498,1,0,0.69,0.29,True,0.39999999999999997
10606,10606,39,3,imdb-BaseBert,BaseBart,"If you want to see a good movie about rock and roll stardom, try _","If you want a good movie about rock and roll stardom, try _","('to see a', 'a')",3,0.9953710075439316,0.9887969493865968,0,-0.05728347972035407,1,0,0.69,0.4,True,0.2899999999999999
10621,10621,39,3,imdb-BaseBert,BaseBart,"If you want to see a good movie about rock and roll stardom, try _","If you want to see a good movie without rock and roll stardom, try _","('about rock', 'without rock')",2,0.9950884996077548,0.9737491011619568,0,-0.21560338139534,1,0,0.69,0.04,True,0.6499999999999999
10644,10644,39,3,imdb-BaseBert,BaseBart,"If you want to see a good movie about rock and roll stardom, try _","If you want to see a good movie about rock and roll stardom, try this:","('_', 'this:')",1,0.9886261231499224,0.9736531376838684,0,-0.09159842133522034,1,0,0.69,0.36,True,0.32999999999999996
10646,10646,39,3,imdb-BaseBert,BaseBart,"If you want to see a good movie about rock and roll stardom, try _","If you want to see a good movie about rock and roll stardom, try this:","('_', 'this:')",2,0.9886261231499224,0.9736531376838684,0,-0.09159842133522034,1,0,0.69,0.36,True,0.32999999999999996
10649,10649,39,3,imdb-BaseBert,BaseBart,"If you want to see a good movie about rock and roll stardom, try _","If you want to see a good movie about rock and roll stardom, try this:","('_', 'this:')",3,0.9886261231499224,0.9736531376838684,0,-0.09159842133522034,1,0,0.69,0.36,True,0.32999999999999996
10650,10650,39,5,imdb-BaseBert,BaseBart,(made only about a year and a half after this dreck).,(This is only about a year and a half after this dreck).,"('made', '(This is')",1,0.991595703890648,0.9611735939979552,0,-0.18323956429958346,0,1,0.94,0.45,True,0.48999999999999994
10651,10651,39,5,imdb-BaseBert,BaseBart,(made only about a year and a half after this dreck).,(This is only about a year and a half after this dreck).,"('(made', '(This is')",2,0.991595703890648,0.9611735939979552,0,-0.17948275804519653,0,1,0.94,0.45,True,0.48999999999999994
10652,10652,39,5,imdb-BaseBert,BaseBart,(made only about a year and a half after this dreck).,(This is about a year and a half after this dreck).,"('made only', '(This is')",2,0.989642825660358,0.95710027217865,0,-0.2203652262687683,0,1,0.94,0.5,True,0.43999999999999995
10654,10654,39,5,imdb-BaseBert,BaseBart,(made only about a year and a half after this dreck).,(This is about a year and a half after this dreck).,"('(made only', '(This is')",3,0.989642825660358,0.95710027217865,0,-0.21576914191246035,0,1,0.94,0.5,True,0.43999999999999995
10667,10667,39,5,imdb-BaseBert,BaseBart,(made only about a year and a half after this dreck).,(made only about a year and a half after the dreck).,"('half after this', 'half after the')",3,0.99534564131091,0.9800013303756714,0,-0.19060201942920685,0,1,0.94,0.11,True,0.83
10668,10668,39,5,imdb-BaseBert,BaseBart,(made only about a year and a half after this dreck).,(made only about a year and a half after this post).,"('dreck', 'post).')",1,0.9858919751495652,0.9680867195129396,0,-0.1809624135494232,0,1,0.94,0.2,True,0.74
10669,10669,39,5,imdb-BaseBert,BaseBart,(made only about a year and a half after this dreck).,(made only about a year and a half after his death).,"('this dreck', 'his death).')",2,0.9713829653578098,0.957028031349182,0,-0.2667483389377594,0,1,0.94,0.04,True,0.8999999999999999
10670,10670,39,5,imdb-BaseBert,BaseBart,(made only about a year and a half after this dreck).,(made only about a year and a half after this post.,"('dreck)', 'post.')",2,0.979949211800598,0.9427510499954224,0,-0.234061136841774,0,1,0.94,0.32,True,0.6199999999999999
10671,10671,39,5,imdb-BaseBert,BaseBart,(made only about a year and a half after this dreck).,(made only about a year and a half ago).,"('after this dreck', 'ago).')",3,0.9750917743958966,0.949553608894348,0,-0.1040882244706154,0,1,0.94,0.06,True,0.8799999999999999
10672,10672,39,5,imdb-BaseBert,BaseBart,(made only about a year and a half after this dreck).,(made only about a year and a half after his death.,"('this dreck)', 'his death.')",3,0.9622836293187128,0.917258620262146,0,-0.33846160769462585,0,1,0.94,0.09,True,0.85
10673,10673,39,5,imdb-BaseBert,BaseBart,(made only about a year and a half after this dreck).,(made only about a year and a half after this post.),"('dreck).', 'post.)')",3,0.9858919739290459,0.9598111510276794,0,-0.2253274470567703,0,1,0.94,0.29,True,0.6499999999999999
10677,10677,40,0,imdb-BaseBert,BaseBart,"i was enjoying this movie most of the time, but i kept getting the feeling that i was watching a children's movie.","I watched this movie most of the time, but i kept getting the feeling that i was watching a children's movie.","('i was enjoying', 'I watched')",3,0.9973683889989924,0.9772390723228456,0,-0.10374249517917633,1,0,1.0,0.24,True,0.76
10799,10799,40,2,imdb-BaseBert,BaseBart,it was a big let down.,it was a great day.,"('big let down', 'great day.')",3,0.927834187481751,0.9312020540237428,0,-0.5818157792091371,0,1,1.0,0.0,True,1.0
10800,10800,40,2,imdb-BaseBert,BaseBart,it was a big let down.,it was a big step down.,"('let', 'step')",1,0.9792977223476792,0.960077702999115,0,-0.3680573701858521,0,1,1.0,0.47,True,0.53
10802,10802,40,2,imdb-BaseBert,BaseBart,it was a big let down.,it was a big day.,"('let down', 'day.')",2,0.9622336649874992,0.9310782551765442,0,-0.2900470197200775,0,1,1.0,0.01,True,0.99
10804,10804,40,2,imdb-BaseBert,BaseBart,it was a big let down.,it was a great day.,"('big let down', 'great day.')",3,0.927834187481751,0.9312020540237428,0,-0.5818157792091371,0,1,1.0,0.0,True,1.0
10805,10805,40,2,imdb-BaseBert,BaseBart,it was a big let down.,it was a big day,"('let down.', 'day')",3,0.9442802114481376,0.9195431470870972,0,-0.3429318368434906,0,1,1.0,0.01,True,0.99
10884,10884,40,7,imdb-BaseBert,BaseBart,they made a worse film and will probably lose the same proportion of money lost on darkness falls.,they made a good film and will probably lose the same proportion of money lost on darkness falls.,"('worse', 'good')",1,0.9969053772948524,0.9812023639678956,0,-0.18143106997013086,0,1,1.0,0.01,True,0.99
11120,11120,41,3,imdb-BaseBert,BaseBart,"And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is inexplicable.","And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's pain is as unbearable as it is inexplicable.","('suicide is', 'pain is')",2,0.9954158822187203,0.9876618981361388,1,-0.12601318955421448,0,1,0.95,0.15,True,0.7999999999999999
11122,11122,41,3,imdb-BaseBert,BaseBart,"And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is inexplicable.","And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's pain is as unbearable as it is inexplicable.","(""'s suicide is"", ""friend's pain is"")",3,0.9954158822187203,0.9876618981361388,1,-0.15630173683166504,0,1,0.95,0.15,True,0.7999999999999999
11124,11124,41,3,imdb-BaseBert,BaseBart,"And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is inexplicable.","And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as tragic as it is inexplicable.","('unbearable', 'tragic')",1,0.9966873234425729,0.9946552515029908,1,-0.10057994723320007,0,1,0.95,0.02,True,0.9299999999999999
11125,11125,41,3,imdb-BaseBert,BaseBart,"And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is inexplicable.","And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as tragic as it is inexplicable.","('as unbearable', 'as tragic')",2,0.9966873234425729,0.9946552515029908,1,-0.11211986094713212,0,1,0.95,0.02,True,0.9299999999999999
11126,11126,41,3,imdb-BaseBert,BaseBart,"And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is inexplicable.","And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as tragic as it is inexplicable.","('unbearable as', 'as tragic')",2,0.9966873234425729,0.9946552515029908,1,-0.0955735594034195,0,1,0.95,0.02,True,0.9299999999999999
11128,11128,41,3,imdb-BaseBert,BaseBart,"And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is inexplicable.","And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is not only tragic, it is inexplicable.","('as unbearable as', 'not only tragic,')",3,0.9935479650489748,0.9792942404747008,1,-0.1495758891105652,0,1,0.95,0.02,True,0.9299999999999999
11129,11129,41,3,imdb-BaseBert,BaseBart,"And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is inexplicable.","And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as shocking as it is inexplicable.","('unbearable as it', 'as shocking it')",3,0.997098470238382,0.9949063062667848,1,-0.1153675988316536,0,1,0.95,0.12,True,0.83
11130,11130,41,3,imdb-BaseBert,BaseBart,"And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is inexplicable.","And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is tragic.","('inexplicable', 'tragic.')",1,0.9973728293261188,0.9936087131500244,1,-0.08200503140687943,0,1,0.95,0.07,True,0.8799999999999999
11131,11131,41,3,imdb-BaseBert,BaseBart,"And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is inexplicable.","And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is tragic.","('is inexplicable', 'is tragic.')",2,0.9973728293261188,0.9936087131500244,1,-0.08410273492336273,0,1,0.95,0.07,True,0.8799999999999999
11132,11132,41,3,imdb-BaseBert,BaseBart,"And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is inexplicable.","And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is tragic.","('inexplicable.', 'tragic.')",2,0.9973728293261188,0.9936087131500244,1,-0.06853722780942917,0,1,0.95,0.07,True,0.8799999999999999
11133,11133,41,3,imdb-BaseBert,BaseBart,"And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is inexplicable.","And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as her own.","('it is inexplicable', 'her own.')",3,0.9915622978759264,0.9793068766593932,1,-0.1017838418483734,0,1,0.95,0.41,True,0.54
11134,11134,41,3,imdb-BaseBert,BaseBart,"And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is inexplicable.","And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is tragic.","('is inexplicable.', 'is tragic.')",3,0.9973728293261188,0.9936087131500244,1,-0.07564050704240799,0,1,0.95,0.07,True,0.8799999999999999
11135,11135,41,3,imdb-BaseBert,BaseBart,"And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is inexplicable.","And because Yaara, blind from birth, has been guided and guarded by Talia, her friend's suicide is as unbearable as it is tragic.","('inexplicable.', 'tragic.')",3,0.9973728293261188,0.9936087131500244,1,-0.06853722780942917,0,1,0.95,0.07,True,0.8799999999999999
11178,11178,41,5,imdb-BaseBert,BaseBart,"Though without sight, she has insight.","Though without sight, she has no idea.","('insight', 'no idea.')",1,0.9721337806628736,0.9437196850776672,1,-0.5300340056419373,1,0,1.0,0.45,True,0.55
11181,11181,41,5,imdb-BaseBert,BaseBart,"Though without sight, she has insight.","Though without sight, it is impossible.","('she has insight', 'it is impossible.')",3,0.943013939562493,0.9271848797798156,1,-0.5834524631500244,1,0,1.0,0.36,True,0.64
11348,11348,42,0,imdb-BaseBert,BaseBart,...and that's a goddamn shame!,...and that's a good thing!,"('goddamn shame', 'good thing!')",2,0.956823874749819,0.9501384496688844,0,-0.3633645474910736,0,1,0.98,0.03,True,0.95
